formula,nelements,radius_mean,radius_mean_wtd,radius_std,radius_std_wtd,radius_range,radius_range_wtd,radius_entropy,radius_entropy_wtd,mass_mean,mass_mean_wtd,mass_std,mass_std_wtd,mass_range,mass_range_wtd,mass_entropy,mass_entropy_wtd,valence_mean,valence_mean_wtd,valence_std,valence_std_wtd,valence_range,valence_range_wtd,valence_entropy,valence_entropy_wtd,electronnegativity_mean,electronnegativity_mean_wtd,electronnegativity_std,electronnegativity_std_wtd,electronnegativity_range,electronnegativity_range_wtd,electronnegativity_entropy,electronnegativity_entropy_wtd,firstionization_mean,firstionization_mean_wtd,firstionization_std,firstionization_std_wtd,firstionization_range,firstionization_range_wtd,firstionization_entropy,firstionization_entropy_wtd,shell_range,d_mean,d_ratio,d_unfill,Tc
Mo0.8Ti0.2C1,3,1.193333333,1.074,0.301588388,0.305063928,0.68,0.399,1.064274677,0.982633667,51.946,49.1762,34.39319052,39.57634423,83.949,33.5973,0.858683388,0.676938898,4.666666667,4.8,0.942809042,0.979795897,2,2,1.078992208,0.918427785,2.083333333,2.293,0.415879256,0.311128591,1.01,1.121,1.078114784,0.875499435,8.3936,9.14992,2.029932723,2.111703602,4.4322,4.94734,1.070643786,0.855554141,3,2.2,0.458333333,3.6,12
N0.72H2.16Na1K3C60,5,1.238,0.84597488,0.712724351,0.341821754,1.74,0.683253589,1.447174867,0.656102405,17.8228,13.05631459,12.73113458,6.129761608,38.09,10.74286364,1.322640836,0.590347105,2.4,3.734449761,1.743559577,0.877038191,4,3.573564593,1.352209399,0.215711964,1.908,2.442147129,0.885333835,0.410365976,2.22,2.273773923,1.493284828,0.314531092,9.77452,10.96914318,4.254332394,1.707388776,10.1934,10.02510317,1.506687338,0.371621802,3,0,0,0,12
Y0.85Pr0.15Ni2B2C1,5,1.298,1.123833333,0.457226421,0.366222117,1.06,0.370916667,1.54624946,1.428196987,62.2658,41.28755,49.15323416,33.50791034,130.097,17.5625,1.273515526,1.285672099,5,5.55,2.607680962,3.177656369,7,3.208333333,1.490480158,1.151753906,1.77,1.94275,0.531601354,0.394315784,1.42,0.65175,1.563679963,1.342279213,7.77768,8.206925833,2.008219187,1.552896118,5.7873,2.629175,1.57725049,1.374854988,4,2.808333333,0.506006006,4.55,12
Mo0.3Tc0.7,2,1.36,1.36,0,2.22E-16,0,0.544,0.693147181,0.610864302,96.98,97.388,1.02,0.934845442,2.04,39.812,0.693091869,0.607090922,6.5,6.7,0.5,0.458257569,1,3.1,0.690185676,0.581918198,2.03,1.978,0.13,0.119146968,0.26,0.682,0.691095254,0.632468567,7.1862,7.22372,0.0938,0.08596912,0.1876,2.96828,0.69306199,0.606172329,1,5,0.746268657,5,12
Mo0.95Hf0.05C0.73,3,1.23,1.116820809,0.335360503,0.298171222,0.79,0.701734104,1.058841037,0.757874805,95.487,62.92169364,67.9655901,45.59713601,166.479,47.62657225,0.794115576,0.55650098,4.666666667,5.098265896,0.942809042,0.995160195,2,3.179190751,1.078992208,0.733961351,2.003333333,2.299710983,0.522196217,0.256977604,1.25,1.148554913,1.062718364,0.764078661,8.3926,8.843383815,2.030704277,2.065489038,4.4352,4.554198844,1.070615838,0.779759266,4,2.803468208,0.509453782,3.208092486,12
Li2Cs1C60,3,1.646666667,0.823650794,0.77271527,0.266608932,1.88,0.691269841,0.986480334,0.42154281,50.619,13.769,58.22179187,15.15636149,125.964,11.21869841,0.45836923,0.507606369,2,3.857142857,1.414213562,0.638876565,3,3.793650794,0.867563228,0.074379814,1.44,2.472222222,0.78871203,0.348381493,1.76,2.416031746,0.958389946,0.099361291,6.848633333,10.95706825,3.178883797,1.364818512,7.3664,10.6622873,0.995879863,0.115212992,4,0,0,0,12
Nb0.75Mo0.25C1,3,1.186666667,1.09125,0.29601051,0.321964187,0.66,0.36625,1.065153023,1.006349283,66.959,52.84025,38.87410241,40.83995659,83.949,28.83425,0.877976085,0.858375631,5,4.625,0.816496581,0.695970545,2,1.25,1.085188613,1.023546848,2.103333333,2.145,0.389900272,0.439801091,0.95,1.005,1.081045719,0.926430458,8.370533333,9.0512875,2.047904474,2.211371364,4.5014,4.7436,1.069987652,0.879321422,3,2.125,0.459459459,3.5,12
N0.86H2.58Na1Rb2C60,5,1.28,0.828558098,0.77570613,0.326800479,1.95,0.686303432,1.43168287,0.62215474,27.0968,13.98604244,30.01203927,12.84898628,84.46,10.80763636,1.077505597,0.672893802,2.4,3.760987357,1.743559577,0.843615389,4,3.597230584,1.352209399,0.216606794,1.908,2.466291391,0.885333835,0.361180381,2.22,2.288832029,1.493284828,0.321971225,9.7418,11.08811707,4.296418939,1.547775126,10.357,10.09149458,1.50355733,0.378955774,4,0,0,0,12
Mo0.8W0.2C1,3,1.166666667,1.066,0.280515399,0.296013513,0.6,0.407,1.067557529,0.974797628,97.27033333,62.7735,70.15501427,56.52134958,171.829,32.3785,0.788127679,0.884949205,5.333333333,5,0.942809042,1,2,1.8,1.08219553,0.973253121,2.356666667,2.375,0.159234279,0.183915742,0.39,1.039,1.096325367,0.931233754,8.7389,9.25351,1.810512839,2.018622161,4.1679,4.84375,1.07785087,0.87428375,4,2.4,0.375,3.2,12
Y1.8Th0.2C2.7,3,1.46,1.21212766,0.487920759,0.513709646,1.04,0.616595745,1.03625267,0.861957193,110.985,50.823,91.17229792,53.08673087,220.027,27.14917021,0.724083023,0.857765621,3.666666667,3.617021277,0.471404521,0.486113177,1,2.127659574,1.090059659,0.796322888,1.69,1.987446809,0.608988232,0.653815213,1.33,1.409574468,1.037402029,0.664907041,7.9281,9.118146809,2.356503868,2.48901858,5.043,6.200312766,1.056709242,0.697943509,5,0.468085106,0.129411765,4.127659574,12
Pb1Mo6.35S8,3,1.383333333,1.218631922,0.290325488,0.208067151,0.71,0.448599349,1.076530898,0.938825552,111.7416667,69.9065798,72.36418455,47.48778138,175.135,26.19843648,0.879942737,0.981001282,5.333333333,5.86970684,0.942809042,0.49356865,2,2.866449511,1.08219553,0.837712727,2.356666667,2.389967427,0.172497987,0.202317998,0.42,1.192833876,1.095944855,0.866497859,8.2897,8.816510749,1.469897772,1.612130021,3.2676,4.916175896,1.083413836,0.825593775,3,2.719869707,0.365907099,4.136807818,12
Y0.9Gd0.1Ni2B2C1,5,1.292,1.123166667,0.450350974,0.364958864,1.04,0.386666667,1.547523651,1.400859073,65.5342,41.12656667,54.52374268,33.43150846,146.439,17.5625,1.248038177,1.254522977,6,5.616666667,3.286335345,3.235695014,7,3.166666667,1.461578947,1.176484202,1.784,1.944666667,0.515231987,0.390531547,1.35,0.66,1.567353482,1.334816185,7.9131,8.224413333,1.866038337,1.5257192,5.1102,2.663498333,1.582946169,1.36815293,4,2.833333333,0.504451039,3.5,12
Mo0.57Re0.43,2,1.365,1.3643,0.005,0.004950758,0.01,0.1861,0.693140472,0.683814685,141.0835,134.76621,45.1235,44.67910137,90.247,25.37181,0.641090046,0.675319054,6.5,6.43,0.5,0.495075752,1,0.41,0.690185676,0.691112902,2.03,2.0482,0.13,0.128719695,0.26,0.4142,0.691095254,0.672557732,7.46295,7.411073,0.37055,0.36690064,0.7411,0.674263,0.691914016,0.689002728,2,5,0.401606426,5,12
Li2Na1N1C60,4,1.2275,0.8103125,0.512999756,0.191555873,1.22,0.7109375,1.298406175,0.449386472,13.98725,12.05529688,5.800971917,1.65740137,16.049,11.04340625,1.301383448,0.313479115,2.75,3.875,1.785357107,0.649519053,4,3.734375,1.162225545,0.171546385,1.875,2.48328125,0.936335944,0.342541305,2.11,2.37609375,1.257596952,0.196579821,9.0813,11.03241563,3.988582387,1.333136488,9.395,10.47623281,1.289394235,0.221819753,1,0,0,0,12
C0.985Nb1,2,1.1,1.102493703,0.33,0.329990578,0.66,0.338312343,0.647446639,0.645297115,52.4585,52.76414861,40.4475,40.44634514,80.895,40.84391184,0.355782533,0.352654849,4.5,4.503778338,0.5,0.499985724,1,0.534005038,0.686961577,0.686101404,2.075,2.071410579,0.475,0.474986438,0.95,0.459319899,0.66671222,0.668356755,9.0096,8.992592191,2.2507,2.250635738,4.5014,2.18261738,0.661611412,0.663396193,3,2.01511335,0.447427293,3.022670025,12
C0.681Mo1,2,1.065,1.120981559,0.295,0.289639543,0.59,0.497102915,0.654277696,0.591315183,53.9855,61.95091672,41.9745,41.21177971,83.949,52.21922011,0.349105918,0.275197859,5,5.189767995,1,0.981828961,2,1.948839976,0.673011667,0.620882869,2.355,2.317995241,0.195,0.191456647,0.39,0.251903629,0.689715121,0.687230586,9.17635,8.780882986,2.08395,2.046082463,4.1679,0.342572457,0.667133589,0.692385963,3,2.974419988,0.573131591,2.974419988,12
B0.015C0.985,2,0.8,0.7709,0.03,0.007293147,0.06,0.746,0.692443891,0.082650933,11.411,11.993,0.6,0.145862949,1.2,11.66867,0.69176417,0.071619687,3.5,3.985,0.5,0.121552458,1,3.895,0.682908105,0.06185905,2.295,2.54235,0.255,0.061991753,0.51,2.48115,0.686961577,0.065161105,9.77915,11.2158655,1.48115,0.360074846,2.9623,10.9669255,0.681632854,0.060986708,0,0,0,0,12
Y0.75Dy0.25Ni2B2C1,5,1.286,1.121666667,0.443693588,0.362211571,1.04,0.342916667,1.548753635,1.463049266,66.5842,43.05391667,56.301436,38.02562238,151.689,17.5625,1.23980008,1.34919902,6.4,5.875,3.826225294,3.407253293,9,2.958333333,1.435061468,1.25520852,1.788,1.945,0.510740639,0.389903834,1.33,0.629166667,1.568318703,1.360173155,7.87086,8.213933333,1.90739985,1.540432575,5.3214,2.518545833,1.58137246,1.395511346,4,2.791666667,0.475177305,4.25,12
V0.743Ga0.181Al0.076,3,1.323333333,1.31026,0.085764536,0.051329644,0.21,0.87208,1.096512595,0.723403249,49.21566667,52.520401,17.49158732,10.24608466,42.741,35.799274,1.032070199,0.705325179,3.666666667,4.486,0.942809042,0.873958809,2,3.487,1.067089519,0.563193127,1.683333333,1.66106,0.08993825,0.070214503,0.2,1.08873,1.097201304,0.742663456,6.243766667,6.5532207,0.355316763,0.328139299,0.7604,4.5575058,1.097013495,0.688057141,1,4.039,0.641518424,5.201,12
Nb3Sn0.5Ge0.5,3,1.356666667,1.4025,0.08993825,0.065526712,0.2,0.91875,1.096379273,0.708140691,94.752,93.59825,18.85324043,11.5797425,46.07,60.5995,1.078813583,0.737999248,4.333333333,4.75,0.471404521,0.433012702,1,3.25,1.092830554,0.660578888,1.856666667,1.69625,0.182635034,0.167177862,0.41,0.955,1.093655778,0.807187362,7.334066667,6.9745875,0.465659091,0.398559354,1.1405,4.1511875,1.096593241,0.775591345,2,5.5,0.75862069,4.5,11.95
V2.7Mn0.3Si1,3,1.243333333,1.2765,0.061282588,0.064905701,0.15,0.798,1.097398478,0.779404418,44.65533333,45.5277,11.82931695,10.12334632,26.852,30.2655,1.060758575,0.717706648,5.333333333,4.9,1.247219129,0.734846923,3,2.85,1.071730094,0.820450147,1.693333333,1.6915,0.149740516,0.122158708,0.35,0.984,1.0947595,0.820422445,7.443966667,7.14916,0.57383625,0.60577303,1.4055,3.996135,1.09563862,0.844032099,1,2.4,0.489795918,5.475,11.9
Mo0.9Hf0.1C1,3,1.23,1.075,0.335360503,0.307936682,0.79,0.534,1.058841037,0.878808844,95.487,58.112,67.9655901,49.3133475,166.479,37.1765,0.794115576,0.74294779,4.666666667,4.9,0.942809042,0.994987437,2,2.5,1.078992208,0.824707335,2.003333333,2.312,0.522196217,0.299876641,1.25,1.21,1.062718364,0.792921269,8.3926,9.162985,2.030704277,2.098081368,4.4352,5.288895,1.070615838,0.789146152,4,2.35,0.419642857,3.05,11.9
Y0.9Ce0.1Ni2B2C1,5,1.298,1.123666667,0.457226421,0.365905118,1.06,0.386166667,1.54624946,1.401844145,62.1074,40.841,48.90017323,32.49854067,129.305,17.5625,1.274737764,1.243673014,4.8,5.516666667,2.638181192,3.191090026,7,3.266666667,1.481892182,1.127157354,1.768,1.943333333,0.534018726,0.39319913,1.43,0.661333333,1.563116171,1.332568463,7.79082,8.214223333,1.993255616,1.541499242,5.7216,2.673688333,1.577888842,1.364347413,4,2.833333333,0.513595166,3.5,11.9
V3Ga0.8Si0.2,3,1.236666667,1.2925,0.062360956,0.048669806,0.15,0.9315,1.097348231,0.659053138,49.58366667,53.5554,17.02534864,9.478141666,41.637,36.8022,1.036902746,0.686770198,4,4.55,0.816496581,0.804673847,2,3.55,1.077556327,0.563874169,1.78,1.6795,0.112249722,0.087605651,0.27,1.1275,1.096605916,0.72442225,6.965733333,6.667095,0.892320048,0.451758601,2.1524,4.652065,1.090498921,0.688860758,1,4.25,0.648854962,5.25,11.9
Fe0.03Te0.9Se0.1,3,1.27,1.39631068,0.120277457,0.089897356,0.29,1.213398058,1.094168616,0.394870056,87.46833333,120.7877184,29.90528168,18.25517523,71.755,109.8685922,1.04127007,0.306894705,6.666666667,6.058252427,0.942809042,0.336320545,2,5.009708738,1.088899975,0.475603412,2.16,2.135825243,0.296984848,0.143178375,0.72,1.781650485,1.089244475,0.472333114,8.888133333,9.049467961,0.760127451,0.296115304,1.85,7.642299029,1.0949239,0.450780764,2,9.883495146,0.626847291,0.116504854,11.9
Li0.98Mg0.02Ti2O4,4,1.3075,1.0088,0.377582772,0.403387428,0.94,0.409714286,1.338355355,1.086031429,23.778,23.85975429,15.2032485,15.49370772,40.926,13.60684286,1.185081323,0.833923418,3.25,4.717142857,1.920286437,1.744376387,5,3.422857143,1.20479331,0.687898703,1.8175,2.546657143,0.957663171,1.045731171,2.46,1.961971429,1.261761287,0.67017175,8.371025,10.50934143,3.135050332,3.617240397,8.2264,7.759925143,1.321445425,0.737089586,2,0.571428571,0.121138704,4.571428571,11.9
V2.793Ni0.207Ga1,3,1.263333333,1.2913775,0.04189935,0.04398099,0.1,0.8570025,1.098064864,0.731524801,59.786,56.03836425,7.706165367,8.081930353,18.781,32.53288875,1.090346229,0.809754743,6,4.75875,2.943920289,1.495175052,7,2.97375,0.980989682,0.759710339,1.783333333,1.68949,0.115854315,0.092833937,0.28,1.039305,1.09648456,0.785028042,6.7951,6.6057188,0.670623327,0.401314583,1.6405,4.3151745,1.093747875,0.746278624,1,5.00875,0.690029275,4.99125,11.9
Nb1N1.25O0.25,3,0.93,0.988,0.353930313,0.361076169,0.77,0.506,1.030499731,0.864810916,40.97066667,45.7658,36.73282957,38.49410746,78.899,35.5625,0.724466075,0.573584653,5.333333333,5.1,0.471404521,0.3,1,1.9,1.094780226,0.968353125,2.693333333,2.504,0.790161727,0.747090356,1.84,1.176,1.052006413,0.924387505,11.63703333,11.33242,3.469572751,3.743613868,7.7752,5.90524,1.049930382,0.881437289,3,1.6,0.31372549,7.2,11.9
Sr2Y1Ru0.95Cu0.05O6,5,1.446,1.13975,0.507330267,0.625041949,1.49,0.4236,1.543839845,1.300208754,71.4282,45.93338,30.26816637,36.88109546,85.071,17.20627,1.494417427,1.374245683,6,5.115,3.286335345,1.95493606,9,3.545,1.453028436,0.944873686,1.942,2.5945,0.87380547,1.084398335,2.49,2.0545,1.511259284,0.740610962,8.12344,10.6694495,2.844720828,3.637525611,7.9232,8.132228,1.554355835,0.807755029,3,0.815,0.159335288,1.185,11.9
Li1Ti2O4,3,1.21,1.008571429,0.389957263,0.403074916,0.86,0.197142857,1.041032463,1.063941201,23.60233333,23.81014286,17.55168325,15.51998041,40.926,12.68471429,0.828440899,0.818373315,3.666666667,4.714285714,2.054804668,1.749635531,5,3.285714286,0.916464886,0.681088644,1.986666667,2.545714286,1.052784667,1.046993753,2.46,1.825714286,0.963733547,0.662561469,8.612633333,10.5029,3.587648594,3.624333627,8.2264,7.011528571,1.016224791,0.726463378,2,0.571428571,0.121212121,4.571428571,11.872727
Nb2.7Mo0.3Al1,3,1.406666667,1.42475,0.032998316,0.018437394,0.07,0.86325,1.098335578,0.799488223,71.94933333,76.65405,31.82114108,28.68914575,68.978,55.96605,0.983165348,0.600225457,4.666666667,4.575,1.247219129,0.945714016,3,2.925,1.060944241,0.748968622,1.79,1.6445,0.261661359,0.146849413,0.56,0.918,1.088243813,0.848939608,6.612366667,6.5906375,0.463497503,0.359792027,1.1066,4.0303275,1.096127067,0.794388462,2,3.075,0.672131148,4.8,11.85
C0.017N0.632Ta1,3,0.966666667,1.14341419,0.32887012,0.355808834,0.73,0.859254093,1.043831038,0.584374596,68.98866667,115.2241425,79.17139738,81.58343778,168.937,109.608134,0.464918565,0.196720079,4.666666667,4.989690722,0.471404521,0.101009886,1,2.990903578,1.093374718,0.709852605,2.363333333,2.101049121,0.642408662,0.74769745,1.54,1.138829594,1.059491747,0.744219098,11.11466667,10.26475215,2.853269103,3.38625028,6.9845,5.454291146,1.064869227,0.742510868,4,1.819284415,0.134964909,4.244996968,11.84
C0.97Ta1,2,1.1,1.105025381,0.33,0.329961733,0.66,0.346751269,0.647446639,0.643071982,96.4795,97.76582234,84.4685,84.4587051,168.937,85.93773096,0.233104304,0.228319013,4.5,4.507614213,0.5,0.49994202,1,0.568527919,0.686961577,0.685172057,2.025,2.017005076,0.525,0.524939121,1.05,0.494162437,0.659152504,0.662827453,9.40495,9.376695939,1.85535,1.855134855,3.7107,1.712127411,0.673560492,0.676383025,4,1.52284264,0.131118881,3.553299492,11.84
Zr0.61Rh0.285O0.105,3,1.203333333,1.43005,0.39752009,0.285845233,0.94,0.9067,1.039135248,0.760626276,70.043,86.654745,38.5113207,24.74246703,86.907,53.966745,0.907934477,0.727533996,6.333333333,5.635,2.054804668,2.207209777,5,1.935,1.045978166,0.965640204,2.35,1.8223,0.862824818,0.694495292,2.11,0.4501,1.029846076,1.048762157,9.236966667,7.602366,3.116183907,2.0923317,6.9842,2.6167785,1.044639073,1.006235311,3,3.5,0.621118012,6.02,11.8
Y1Ni1.94Co0.06B2C1,5,1.182,1.123333333,0.373438081,0.365270068,1.04,0.391666667,1.560761559,1.363867143,45.8708,39.9899,30.20838941,30.49200469,78.095,18.38807333,1.363754894,1.15052369,5.8,5.49,3.059411708,3.189028065,7,3.143333333,1.472891578,1.16362737,1.92,1.9447,0.424970587,0.389942188,1.33,0.6612,1.583970197,1.344984733,8.25928,8.227945333,1.655545459,1.523481869,5.043,2.68719,1.590113137,1.370291906,3,2.823333333,0.514268367,2.236666667,11.8
Y1Ni1.82Pd0.18B2C1,5,1.208,1.127233333,0.381701454,0.367290093,1.04,0.337766667,1.559758012,1.432766197,55.3682,41.41931,39.00593665,32.39634784,95.609,15.80171,1.323910472,1.287094993,6,5.5,3.286335345,3.201562119,7,2.733333333,1.461578947,1.270584527,1.984,1.9537,0.43802283,0.39225414,1.33,0.614,1.583400995,1.409564491,8.35046,8.246446333,1.64471967,1.520818478,5.043,2.515893,1.590586211,1.426641737,3,2.893333333,0.526060606,2.106666667,11.8
Mo1B0.03C0.82,3,0.986666667,1.089891892,0.265120518,0.293069476,0.59,0.721675676,1.064150494,0.683459924,39.594,57.36937838,39.85979149,41.85767517,85.149,51.69495676,0.622212861,0.329413969,4.333333333,5.064864865,1.247219129,1.021979059,3,3.194594595,1.057905425,0.697495152,2.25,2.330918919,0.217715411,0.196054926,0.51,1.134486486,1.09400333,0.757660068,8.883566667,8.959343784,1.751192707,2.058601987,4.1679,4.85648973,1.079599562,0.75220476,3,2.702702703,0.53361793,8.108108108,11.8
V0.75Si0.2Al0.05,3,1.306666667,1.2955,0.106562449,0.067117434,0.26,0.9185,1.095264426,0.674520466,35.33666667,45.1728,11.04383766,9.994986671,23.96,36.8574,1.052347706,0.505744976,4,4.7,0.816496581,0.556776436,2,3.6,1.077556327,0.591498347,1.713333333,1.683,0.132245563,0.108586371,0.29,1.142,1.095682489,0.713628297,6.961233333,6.98928,0.897203137,0.604076627,2.1659,4.76036,1.090396606,0.708335732,1,2.25,0.478723404,15.75,11.8
Nb0.8Ga0.17Ni0.03,3,1.3,1.3889,0.092736185,0.08233948,0.21,1.1065,1.09610426,0.541260917,73.774,87.9385,14.25810396,10.08992458,34.213,72.56401,1.080256712,0.490583042,6,4.81,2.943920289,1.180635422,7,3.7,0.980989682,0.56433952,1.773333333,1.645,0.129185483,0.091405689,0.31,1.2227,1.095929208,0.625722331,6.799333333,6.656195,0.670341308,0.332896222,1.6405,5.177926,1.093755009,0.572251728,2,5.14,0.789554531,4.86,11.8
V0.746Ga0.169Al0.085,3,1.323333333,1.31245,0.085764536,0.051589703,0.21,0.86317,1.096512595,0.726678753,49.21566667,52.079389,17.49158732,10.3495879,42.741,35.709262,1.032070199,0.703692117,3.666666667,4.492,0.942809042,0.870595199,2,3.475,1.067089519,0.56343551,1.683333333,1.65872,0.08993825,0.068445318,0.2,1.07913,1.097201304,0.745223017,6.243766667,6.5553399,0.355316763,0.327106084,0.7604,4.5238722,1.097013495,0.689996475,1,3.928,0.635393077,5.222,11.8
N0.75H2.25Na1K2C60,5,1.238,0.823901515,0.712724351,0.295522659,1.74,0.692045455,1.447174867,0.592401678,17.8228,12.64574621,12.73113458,5.275363738,38.09,10.88472727,1.322640836,0.518664187,2.4,3.772727273,1.743559577,0.821960969,4,3.621212121,1.352209399,0.202108265,1.908,2.466666667,0.885333835,0.361133877,2.22,2.304090909,1.493284828,0.300158193,9.77452,11.07477992,4.254332394,1.514063745,10.1934,10.15877121,1.506687338,0.355804937,3,0,0,0,11.8
Ta0.05Mo0.95C1,3,1.186666667,1.06675,0.29601051,0.296946018,0.66,0.61025,1.065153023,0.785358249,96.30633333,56.1102,68.96867623,46.00309494,168.937,41.0573,0.79136234,0.611006697,5,4.975,0.816496581,0.987104351,2,2.725,1.085188613,0.778048827,2.07,2.3385,0.433358974,0.234686493,1.05,1.2375,1.075972573,0.758441301,8.6341,9.18778,1.866360592,2.073717352,4.1679,5.44141,1.076145593,0.747795525,4,2.45,0.460093897,4.925,11.8
Mo0.66Re0.34,2,1.365,1.3634,0.005,0.004737088,0.01,0.4318,0.693140472,0.642121153,141.0835,126.64398,45.1235,42.75079548,90.247,0.02322,0.641090046,0.693147164,6.5,6.34,0.5,0.473708771,1,1.58,0.690185676,0.661764336,2.03,2.0716,0.13,0.123164281,0.26,0.7796,0.691095254,0.62056202,7.46295,7.344374,0.37055,0.35106557,0.7411,2.017594,0.691914016,0.65492406,2,5,0.45045045,5,11.8
Li1.08Ti1.92O4,3,1.21,1.009371429,0.389957263,0.404018605,0.86,0.1632,1.041032463,1.073917635,23.60233333,23.34241714,17.55168325,15.40419247,40.926,12.05833714,0.828440899,0.832170007,3.666666667,4.68,2.054804668,1.792173461,5,3.274285714,0.916464886,0.680508382,1.986666667,2.539314286,1.052784667,1.054804295,2.46,1.814514286,0.963733547,0.664548667,8.612633333,10.486484,3.587648594,3.644139916,8.2264,6.949909143,1.016224791,0.730047587,2,0.548571429,0.117216117,4.388571429,11.8
O0.105Rh0.285Zr0.61,3,1.203333333,1.43005,0.39752009,0.285845233,0.94,0.9067,1.039135248,0.760626276,70.043,86.654745,38.5113207,24.74246703,86.907,53.966745,0.907934477,0.727533996,6.333333333,5.635,2.054804668,2.207209777,5,1.935,1.045978166,0.965640204,2.35,1.8223,0.862824818,0.694495292,2.11,0.4501,1.029846076,1.048762157,9.236966667,7.602366,3.116183907,2.0923317,6.9842,2.6167785,1.044639073,1.006235311,3,3.5,0.621118012,5.45,11.8
Y1Ni1Pd1B2C1,5,1.208,1.145,0.381701454,0.375843496,1.04,0.173333333,1.559758012,1.572376245,55.3682,47.942,39.00593665,39.28903338,95.609,15.73483333,1.323910472,1.382238379,6,5.5,3.286335345,3.201562119,7,1.166666667,1.461578947,1.507317471,1.984,1.993333333,0.43802283,0.400402575,1.33,0.476666667,1.583400995,1.533650925,8.35046,8.341716667,1.64471967,1.501544058,5.043,1.729783333,1.590586211,1.546192307,3,3.166666667,0.575757576,1.833333333,11.8
Y1Ni0.8Pd1.2B2C1,5,1.208,1.149333333,0.381701454,0.377773595,1.04,0.173333333,1.559758012,1.561265966,55.3682,49.5329,39.00593665,40.63537372,95.609,19.28216667,1.323910472,1.335833644,6,5.5,3.286335345,3.201562119,7,1.5,1.461578947,1.495114129,1.984,2.003,0.43802283,0.401772324,1.33,0.476666667,1.583400995,1.523085625,8.35046,8.364953333,1.64471967,1.495885186,5.043,1.74736,1.590586211,1.53783067,3,3.233333333,0.587878788,1.766666667,11.8
Hf1Ru1P1,3,1.346666667,1.346666667,0.167796173,0.167796173,0.41,0.136666667,1.090867438,1.090867438,103.5113333,103.5113333,60.2478915,60.2478915,147.516,49.172,0.913553415,0.913553415,5.666666667,5.666666667,1.699673171,1.699673171,4,1.333333333,1.055101618,1.055101618,1.896666667,1.896666667,0.421926797,0.421926797,0.9,0.3,1.072203373,1.072203373,8.2241,8.2241,1.614761563,1.614761563,3.6616,1.220533333,1.079989216,1.079989216,3,3,0.290322581,4.666666667,11.796667
Li1.035Ti1.965O4,3,1.21,1.008921429,0.389957263,0.403488247,0.86,0.182292857,1.041032463,1.068553458,23.60233333,23.60551286,17.55168325,15.47116985,40.926,12.41067429,0.828440899,0.82444191,3.666666667,4.699285714,2.054804668,1.768453579,5,3.280714286,0.916464886,0.68090115,1.986666667,2.542914286,1.052784667,1.050422809,2.46,1.820814286,0.963733547,0.663505357,8.612633333,10.495718,3.587648594,3.633021292,8.2264,6.984570071,1.016224791,0.728122772,2,0.561428571,0.119471044,4.491428571,11.75
Mo0.3Si1,2,1.265,1.213846154,0.095,0.080051758,0.19,0.586153846,0.690324608,0.5715402,62.023,43.74923077,33.937,28.59701605,67.874,0.54,0.534909364,0.693071003,5,4.461538462,1,0.842650088,2,1.692307692,0.673011667,0.61937629,2.03,1.96,0.13,0.109544512,0.26,0.963076923,0.691095254,0.567028465,7.62205,7.907246154,0.52965,0.446309619,1.0593,4.633830769,0.690730861,0.509939002,2,1.153846154,0.25862069,2.307692308,11.7
Li0.6Zr1N1Cl1,4,1.2025,1.167222222,0.37298626,0.377002882,0.9,0.25,1.336014501,1.338374888,36.90625,40.23572222,33.07121769,33.23212924,84.283,24.18316667,1.007229474,0.963636631,4.25,4.611111111,2.165063509,1.975935472,6,1.777777778,1.232405223,1.188484462,2.1275,2.255,0.981258758,0.952518591,2.18,0.714444444,1.274574047,1.221590866,9.881825,10.38072778,3.933062081,3.833890032,9.1424,3.138633333,1.304802136,1.253249324,3,0.555555556,0.120481928,6.666666667,11.7
Mo0.9W0.1C1,3,1.166666667,1.0655,0.280515399,0.295507614,0.6,0.5435,1.067557529,0.862727418,97.27033333,58.3795,70.15501427,49.97567449,171.829,37.1765,0.788127679,0.748070944,5.333333333,5,0.942809042,1,2,2.4,1.08219553,0.868061451,2.356666667,2.365,0.159234279,0.189802529,0.39,1.157,1.096325367,0.84810244,8.7389,9.21493,1.810512839,2.051908851,4.1679,5.23695,1.07785087,0.802852428,4,2.45,0.429824561,2.85,11.7
Nb3Al0.55Ge0.45,3,1.363333333,1.4075,0.094280904,0.063196123,0.2,0.934125,1.096179117,0.710135985,64.176,81.561525,27.57079271,22.69535726,65.924,65.969475,0.994774365,0.505595797,4,4.6125,0.816496581,0.715781915,2,3.3375,1.077556327,0.611267718,1.74,1.6475,0.190962474,0.129107513,0.41,0.978625,1.092728508,0.773126982,6.881366667,6.780905,0.786008822,0.477525449,1.9136,4.2461275,1.092125092,0.739781443,2,4.125,0.718954248,9,11.7
V2.799Mo0.201Ga1,3,1.3,1.29701,0.058878406,0.04529746,0.14,0.85533,1.097578827,0.737223734,72.20833333,57.8994045,18.46235345,11.9001548,45.018,30.8246745,1.065953841,0.867033733,4.666666667,4.55025,1.247219129,0.920855546,3,3.19725,1.060944241,0.679052503,1.866666667,1.7016325,0.220050499,0.130705814,0.53,1.0320525,1.09174146,0.79592435,6.612633333,6.57687155,0.456141019,0.341782773,1.0931,4.36426035,1.096207578,0.733094485,2,4.8505,0.687989788,5.1495,11.7
