formula,Tc
Lu0.3Dy0.7Ni2B2C1,2
Lu1Ru4B4,2
Ho1Ir4B4,2
Er0.7Tb0.3Ni2B2C1,2
La1Ru2P1.6B0.4,2
La0.9941Tb0.0059Al2,1.996
La2Ir3Si5,1.99
Ge2La1,1.976667
Ni3Th7,1.975
U0.98Th0.02Pd2Al3,1.97
Tm5Rh4.8Co1.2Sn18,1.97
Ce0.875Yb0.125Co1In5,1.97
La1Ni1Ga2,1.97
La1Ni1B1N1,1.96
Ce0.95Nd0.05Co1In5,1.95
La1Pt1.8Ge2.2,1.95
La3Co2Sn13,1.95
Ce0.95Yb0.05Co1In5,1.945
La1Pt0.4Ni0.6Si1,1.945
La3Pr0.75In1,1.94
U0.99Pd2Al3,1.94
Ce1Ru1.93Co0.07,1.93
Ce1Co1In4.945Cd0.055,1.92
Tm1Pd2Sn1,1.92
La0.98Pr0.02Ru2,1.92
La0.9481Ce0.0519Sn3,1.92
La1Rh1Sn1,1.916667
Th3Rh4Sn13,1.9
Ho1Ir3.6Rh0.4B4,1.9
Lu1Pt2Si2,1.9
Ce0.98Yb0.02Co1In5,1.89
Ce1Rh0.07Co0.93In5,1.89
La0.997Gd0.003Al2,1.89
U1Be12.9896B0.0104,1.89
Lu4.5Ho0.5Ir4Si10,1.89
U1.01Pd2Al3,1.88
La0.85Pr0.15Pb3,1.88
Ge1.8La1,1.87
U1Pd2Al3,1.864
La0.9462Ce0.0538Sn3,1.86
La1Pt1.85Ge2.15,1.86
Ce1Co1In4.97Sn0.03,1.86
Ce1Co0.95Ni0.05In5,1.86
La2Rh3Sn5,1.85
Ce0.916Yb0.084Co1In5,1.84
Ce0.965La0.035Co1In5,1.84
La7Ru3,1.835
Er1Ir3.6Rh0.4B4,1.83
Ce1Ir5,1.82
Ce1Co1In4.75Zn0.25,1.82
Co3Th7,1.815
Pr0.95La0.05Os4Sb12,1.815
Lu4Os6Sn19,1.8
Pr1Ru4P12,1.8
Pr0.98La0.02Os4Sb12,1.8
Ce1Co0.6Ru0.4In5,1.8
Tm2Rh3Sn5,1.8
Th1Ru3B2,1.79
Ce0.9Yb0.1Co1In5,1.78
Ce1Co1In7.65Zn0.35,1.78
Dy1Rh3.2Ir0.8B4,1.78
Ce1Co0.5Ru0.5In5,1.77
Pr0.8Ce0.2Pt4Ge12,1.767
La1Tl1.5Pb1.5,1.75
La0.91Nd0.09Pt1Si1,1.73
Pr0.9Nd0.1Os4Sb12,1.73
Ce1Rh0.13Co0.87In5,1.73
Pr0.8La0.2Os4Sb12,1.7225
Pr1Pt4Ge10.5Sb1.5,1.71
Pr0.9La0.1Os4Sb12,1.7
Lu1Re2,1.7
Co1U1,1.7
Ce1Co0.925Ni0.075In5,1.69
Ce0.95La0.05Co1In5,1.68
Tm1Ir4B4,1.675
La1Pt1.9Ge2.1,1.67
La0.9989Ce0.0011Rh3B2,1.67
U1Be12.9701B0.0299,1.66
La1Rh2Si2,1.658
La1Pt0.3Ni0.7Si1,1.655
Pr1Os3.8Ru0.2Sb12,1.655
Ce1Rh1In5,1.652222
Tm0.9Lu0.1Fe3Si5,1.65
La1Ir3B2,1.65
La0.35Ce0.65Ru2,1.647
U1Pd2Al2.97Ga0.03,1.64
Dy1Rh1.2Ir2.8B4,1.63
La1Rh5,1.62
La0.95Gd0.05Ru2,1.61
La0.992Tb0.008Al2,1.61
Pr1Os4Sb12,1.60125
Ce1Co0.5Rh0.5In5,1.6
Al2Ge2U1,1.6
Ce0.9La0.1Rh1In5,1.6
Er0.9Y0.1Pd2Sn1,1.6
Ho1Rh2.4Ru1.6B4,1.6
La1Si2,1.6
La5Si3,1.6
Nd1Pt1.5Au0.6B2C1,1.6
Ni1Sm1,1.6
Mn0.33Ni0.67U6,1.6
Tm1Ni1.88Co0.24B2C1,1.6
Pr1Os3.6Ru0.4Sb12,1.6
La3Ru2Sn13,1.58
Tm5Rh3.6Co2.4Sn18,1.57
Ge1.78La1,1.57
Ce1Rh0.2Co0.8In5,1.57
La1Tl3,1.566667
Ce1Co1In4.94Sn0.06,1.565
Ce1Rh0.29Co0.71In5,1.56
Lu1Ru2,1.545
Pr0.6La0.4Os4Sb12,1.542
Ce1Ir1Si3,1.53
Pr1Os3.4Ru0.6Sb12,1.53
Pr0.7La0.3Os4Sb12,1.528
Pr0.8Nd0.2Os4Sb12,1.52
Ir3Th7,1.52
Ce1Ir0.75Co0.25In5,1.52
La1Pt1Si3,1.52
U1Pd2Al2.94Ga0.06,1.51
Th0.67Nd0.33Ru2,1.51
Os3Th7,1.51
Th1Ir2Ge2,1.51
Co0.96Mo0.04U6,1.5
Ce1Rh0.6Co0.4In5,1.5
La1Ir2Ge2,1.5
Lu4.93Yb0.07Ir4Si10,1.5
Lu4Co6Sn19,1.5
La1Pt3P1,1.5
Eu1Th3.4Ru0.6B4,1.5
La0.9989Ce0.0011Pt1Si1,1.5
La1Tl1.5Sn1.5,1.5
Pr1Os3.2Ru0.8Sb12,1.49
Tm1Ir3.6Rh0.4B4,1.48
La7Pd3,1.48
Pr0.75Nd0.25Os4Sb12,1.48
La1Ir1Si3,1.473333
La0.76Ce0.24Ru2,1.468
La0.76Th0.24Pb3,1.46
Th1Ir1.2Ru0.8,1.45
Al1Ce0.0165La3,1.45
La1Pd2Ge1.92Sn0.08,1.44
La1Pt2Si2,1.4325
Ce1Rh0.4Co0.6In5,1.43
La0.9911Tb0.0089Al2,1.425
Ce1Rh0.3Co0.7In5,1.42
Ce0.25La0.75Ru2,1.42
Nd0.4Ce0.85Co1In5,1.42
La0.9Nd0.1Pt1Si1,1.42
Ce1Co0.875Ni0.125In5,1.41
Ho1Os1.2Sn2.5,1.4
Tb1Os1.5Sn2.6,1.4
Pr1Pt4Ge9Sb3,1.4
Fe0.75Ni0.25U6,1.4
Ce1Rh0.5Co0.5In5,1.4
Ce0.837Yb0.163Co1In5,1.4
Ho4Os6Sn19,1.4
Pr1Pt4Ge8Sb4,1.4
La3Pd5Si1,1.4
Ge1U7,1.4
Tb4Os6Sn19,1.4
Tm2Fe3Si5,1.3825
Ce1Rh0.35Co0.65In5,1.38
Ce1Rh0.23Co0.77In5,1.38
La0.996Gd0.004Al2,1.38
La1Tl2.19Pb0.81,1.37
Er1Rh1.1Sn3.6,1.36
Ce1Co1In4.5Cd0.5,1.35
Al2Si2U1,1.34
La0.8Pr0.2Pb3,1.34
Sn19Er4Rh6,1.32
Ce1Cu2Ge2,1.32
Ce0.925La0.075Co1In5,1.31
Sb2Yb1,1.3
La1Pd2Sb2,1.3
Yb1Sb2,1.3
Er1Os1.1Sn2.7,1.3
La0.4Ce0.6Ru2,1.3
Ho0.8La0.2Ni2B2C1,1.3
Ce1Pd1Bi1,1.3
La1Pt2Ge1.8Sn0.2,1.3
Dy1Rh0.56Ir3.44B4,1.29
U0.9Th0.1Pd2Al3,1.28
La0.72Ce0.28Ru2,1.278
La1Pt0.1Ni0.9Si1,1.275
Pr1Pt4Ge10Sb2,1.27
Tm5Rh2.4Co3.6Sn18,1.27
Pr0.7Nd0.3Os4Sb12,1.27
Ho1Rh0.8Ir3.2B4,1.26
Er0.95Y0.05Pd2Sn1,1.26
Er4Os6Sn19,1.25
La1Pd2Ge1.9Sn0.1,1.25
Ce0.65Pr0.35Ru2,1.25
Ce1Ru3Si2,1.25
Er1Pd1Bi1,1.24
La2.25Pr0.75Tl1,1.24
U1Ru2Si2,1.231538
La1Ni1Si1,1.23
Ce1Co1In4.92Sn0.08,1.22
Ce0.9La0.1Co1In5,1.22
Ce1Rh0.3Ir0.7In5,1.2
U0.85La0.15Pd2Al3,1.2
Er4Rh6Sn19,1.2
U1Pd1.98Al3,1.2
Ce1Rh1In4.84Sn0.16,1.2
U0.7La0.3Pd2Al3,1.2
Lu1B2C2,1.2
La1Ir2Si2,1.198333
La1In1.5Sn1.5,1.19
Ce0.85Yb0.15Co1In5,1.19
La1Tl0.75Sn2.25,1.19
La1Pb1.5Sn1.5,1.18
La1N1,1.175
Pr0.4La0.6Os4Sb12,1.172
Er1Pd2Sn1,1.17
Dy1Rh0.8Ir3.2B4,1.17
Yb1Pd2Ge2,1.17
U0.99Gd0.01Pd2Al3,1.16
Pr1Os0.2Ru3.8Sb12,1.16
La0.967Pr0.033Tl3,1.16
Pr1Os2.4Ru1.6Sb12,1.16
U1Ni2Al2.98,1.155
U1Pd2Al2.85Ga0.15,1.15
U0.98Ni2Al3,1.145
U1Ni2.02Al3,1.14
U1Ni2Al3.02,1.135
U1Ni1.98Al3,1.13
Ce1Co2,1.1125
U0.99Y0.01Pd2Al3,1.11
La1Pb2.25Sn0.75,1.11
Th1Pt2Si2,1.1
Th1Rh2Ge2,1.1
U1Ir2Si2,1.1
Tm4Os6Sn19,1.1
Th1Pt2Ge2,1.1
Th1Os2Ge2,1.1
Th1Ru2Ge2,1.1
Th1Pd2Si2,1.1
U1Rh2Si2,1.1
Th1Os2Si2,1.1
Th1Ru2Si2,1.1
U1Ir2Ge2,1.1
U1Rh2Ge2,1.1
Th1Rh2Si2,1.1
Th1Pd2Ge2,1.1
Ag1La1,1.073333
Th7Fe1.86Co1.14,1.07
Rh5Th1,1.07
La0.9978Ce0.0022Rh3B2,1.07
La1Tl2.25Sn0.75,1.05
Th7Fe2.43Ni0.57,1.05
La1Mg2,1.05
Pr1Os2.8Ru1.2Sb12,1.05
Ce1Ir1In4.996Sn0.004,1.043
La1Zn1,1.04
La1Pd2Ge2,1.04
Pr1Os0.4Ru3.6Sb12,1.04
Th1In1.5Sn1.5,1.03
U1Ni2Al3,1.021
Ce1Co1In4.9Sn0.1,1.02
Pr0.75Ce0.25Pt4Ge12,1.015
Pr0.55Nd0.45Os4Sb12,1.01
Sn18.59Er4.41Rh6,1
Lu4.5Dy0.5Ir4Si10,1
La1Ni1Sb2,1
Lu1Pt1Bi1,1
Fe14.3U85.7,1
Ce1Ir1In4.955Hg0.045,0.993
Ge3U5,0.99
U1Be12.9558B0.0442,0.988
Pr0.2La0.8Os4Sb12,0.9865
Fe22U78,0.98
Sn18.43Er4.57Rh6,0.97
La1Pd2As2,0.97
Ce1Ir1In4.973Hg0.027,0.955
Pr1Os0.6Ru3.4Sb12,0.955
La1Pt1.94Ge2.06,0.95
Tm5Ir4Si10,0.95
Pr1Ru4Sb12,0.945
Ce1Rh0.55Ir0.45In5,0.94
La0.988Tb0.012Al2,0.94
Al3Yb1,0.94
La0.995Gd0.005Al2,0.932
Ce0.8Yb0.2Co1In5,0.92
Ce1Rh0.75Ir0.25In5,0.92
Be13U1,0.917755
Ce1Rh1Si3,0.914
Ce1Rh0.4Ir0.6In5,0.91
La1Os4P12,0.9
La1Cu1Sb2,0.9
La1Bi1Pt1,0.9
Ce1Ir0.987Pt0.013In5,0.897
Pr0.6Nd0.4Os4Sb12,0.89
Ce1Co0.8Ni0.2In5,0.88
Ce1Rh0.5Ir0.5In5,0.875
Nd0.4Ce0.6Co1In5,0.87
Ce1Co1In4.88Sn0.12,0.87
Ga2Ge2U1,0.87
Th1Tl3,0.87
Ce1Co1.95,0.87
Ce0.875La0.125Co1In5,0.86
Ce1Co1.85,0.86
La1Pd2Al3,0.85
Pr1Os1Ru3Sb12,0.84
Ir1Lu2,0.84
La1Pt1.97Ge2.03,0.83
U1Pd2.02Al3,0.83
La1Pd2Ge1.96Sn0.04,0.82
Ce1Rh0.45Ir0.55In5,0.82
Ce2Rh1In8,0.8125
La1Os4Sb12,0.80775
Pr1Os2Ru2Sb12,0.805
Pr1Os1.2Ru2.8Sb12,0.805
Ce1Ir1Ge3,0.805
La0.75Pr0.25Pb3,0.8
La0.93Pr0.07Tl3,0.8
La1Sb2,0.8
Ce1Ir1In4.986Sn0.014,0.8
Co14.3U85.7,0.78
Ce0.85La0.15Co1In5,0.78
Ir3Lu7,0.78
Ce1Ir1In5,0.770429
Al1Ce0.017La3,0.77
U1Pd2Al2.55Ga0.45,0.76
Bi1La2,0.76
Pr1Os1.6Ru2.4Sb12,0.755
La1In2.25Sn0.75,0.75
Ce1Ir0.65Co0.35Si3,0.75
Ce1.01Pt3Si1,0.75
Al3Th1,0.75
Pd1Th2,0.75
La1Pd2P2,0.75
Th1Pt3B1,0.75
Nd0.4Ce0.83Co1In5,0.74
Ce1Pd5Al2,0.735
Ce1Ir0.978Pt0.022In5,0.734
La0.6Ce0.4Ru2,0.727
Ce1Pt2.97Si1,0.72
Ho1Rh4B4,0.7
Ce1Cu2.05Si2,0.7
Nd1Pt4Ge12,0.7
In3La1,0.7
Pr1Pt4Ge9.5Sb2.5,0.69
Ce2Pd1In8,0.69
Au64Ge22Yb14,0.68
Ce1Co1Ge3,0.676667
Be13U0.9934Th0.0066,0.67
Ce1Rh0.2Ir0.8In5,0.67
La1In0.75Sn2.25,0.67
Th2Zn1,0.67
Lu1Pd2Si2,0.67
Ce1Pt3Si1,0.669222
La0.46Ce0.54Ru2,0.668
U1Co1Ge0.98Si0.02,0.667
Ce1Ir1In4.97Sn0.03,0.66
U0.9911Th0.0089Be13,0.66
Be13U0.9899Th0.0101,0.65
Ce1Cu2Si2,0.6497
Bi3La5,0.64
Ce1Co0.5Ir0.5In5,0.64
U0.92Gd0.02Pd2Al3,0.64
Ce1Pt3Si0.97Ge0.03,0.63
Ce1Rh0.25Ir0.75In5,0.63
U0.99Th0.01Be13,0.624
Ce1Ir0.8Co0.2Si3,0.62
Ce1Rh0.6Ir0.4In5,0.62
Ce1Cu2.53Si2,0.62
Ce1Cu1.95Si2.01,0.62
U1Pd2Al3.03,0.61
U0.97Th0.03Be13,0.602667
Ce1.025Cu2Si2,0.6
Co28U72,0.6
U0.4La0.6Pd2Al3,0.6
U1Co1Ge1,0.5995
Be13U0.9755Th0.0245,0.59
La1Ir2Zn20,0.59
La1Ni1Sn1,0.59
U0.974Th0.026Be13,0.58
Ga2La1,0.575
U0.9981Th0.019Be13,0.573
Lu1Sn1Ge1,0.57
Ce0.99La0.01Pt3Si1,0.57
U0.9622Th0.0378Be13,0.557
Ce1Co1In4.86Sn0.14,0.556
Ge2U1,0.55
Ce1Ru3B2,0.55
Be13U0.9645Th0.0355,0.55
La0.901Pr0.099Tl3,0.55
U0.962Th0.038Be13,0.546
Ce1Pt2.94Ni0.06Si1,0.545
U1Co1Ge0.96Si0.04,0.541
Ni1U6,0.54
U0.978Th0.022Be13,0.539
U0.957Th0.043Be13,0.5315
Ni14.3U85.7,0.53
U0.983Th0.017Be13,0.525
Pt3U1,0.523364
Ce1Cu2Si1.98Ge0.02,0.52
U1Pd2Al2.7Ga0.3,0.52
U0.9822Th0.0178Be13,0.519
U0.9815Th0.0185Be13,0.519
U1.02Ni2Al3,0.51
Ce1Pt3Si0.94Ge0.06,0.50525
Lu1Rh5,0.49
Pt3Th7,0.49
Be13U0.9807Th0.0193,0.48
La3Ni4Si4,0.48
La1Pt2Ge2,0.48
U1Pt2.997Pd0.003,0.4785
Ce1Ir1In4.946Hg0.054,0.476
Ce1Pt2.82Ni0.18Si1,0.473
Ce1Ru0.1Co1.9,0.47
Ce1Co1.67Rh0.33,0.47
Er2Fe3Si5,0.465
U0.9545Th0.0455Be13,0.46
Ce1Co1.67Ni0.33,0.46
Ce1Ni1Ge3,0.455
Ce1Ge2Rh1,0.45
Pt1Th1,0.44
B12Lu1,0.435
Ce1Ir0.956Pt0.044In5,0.429
U1Co1Ge0.94Si0.06,0.423
Ce1Pd2Si2,0.421
U0.9535Th0.0465Be13,0.415
U1Pt2.994Pd0.006,0.41
Ce2Co1In8,0.4
Ce0.98Th0.02Pt3Si1,0.4
La2Ni1Ge3,0.394
La1Pd2Si2,0.39
Ce1Cu2Si1.96Ge0.04,0.385
La0.9973Ce0.0027Rh3B2,0.38
U0.948Th0.052Be13,0.38
B6Th1,0.37
La0.7Pr0.3Pb3,0.37
La3Ni4Ge4,0.37
Ce1Pt3.03Si0.97,0.37
Ir1Th1,0.37
Au63.5Ge20.5Yb16,0.36
Rh1Th1,0.36
Ce1Rh2Si2,0.356667
Ce1Rh0.1Ir0.9In5,0.35
Ce1Ru0.2Co1.8,0.35
La1Ni2Ge2,0.345
U1Pt2.991Pd0.009,0.345
U0.9397Th0.0603Be13,0.344
U1Pd2Al2.4Ga0.6,0.33
Ce3Pt1In11,0.32
Ce1Pt3Si0.9Ge0.1,0.31
La1Pt3Si1,0.3
Pr0.65Ce0.35Pt4Ge12,0.29
U1Co1Ge0.92Si0.08,0.288
Pr0.25La0.75Ir2Zn20,0.28
Ce1Cu2Si1.92Ge0.08,0.27
Ce1Ru0.3Co1.7,0.27
La4Sb3,0.25
U1Rh1Ge1,0.244
U1Pt2.988Pd0.012,0.24
Ir2La1,0.24
In3Lu1,0.24
Pb3Yb1,0.23
U1Ru1.99Re0.01Si2,0.23
La1Pt2,0.23
Ce1Rh0.65Ir0.35In5,0.22
Ce2Ni3Ge5,0.22
Ce1Ni2Ge2,0.216667
Th1In2.25Sn0.75,0.21
La1Ru2Zn20,0.2
Ce1Cu2Si1.88Ge0.12,0.2
Cu6Th1,0.2
Ce1Cu2Si1.9Ge0.1,0.2
Ce1Ir1In4.875Cd0.125,0.194
Pr1Ti2Al20,0.19
Au1Lu1,0.185
Co1Lu3,0.175
Ce1Cu2Si1.8Ge0.2,0.1675
U1Ni1.95Al3.05,0.16
Bi1.5La4Sb1.5,0.158
Bi3La4,0.155
U1Co1Ge0.9Si0.1,0.153
Ce0.985La0.015Pt3Si1,0.15
Ir1U1,0.14
Ce1Pt1Si2,0.14
Ce1In3,0.13
La3Sb3Y1,0.13
Ce1Cu2Si1.7Ge0.3,0.1
Pr0.73La0.27Ir2Zn20,0.093
Yb1Al1B4,0.08
Ru3U1,0.0725
Pr0.96La0.04Ir2Zn20,0.07
Pr1Ir2Zn20,0.06
Ce1Ni2B2C1,0.05
Al1Th2,0.045
Ce1.005Ni2.025Ge1.975,0.035
Ce1.005Ni2.02Ge1.98,0.03
Ce0.98La0.02Pt3Si1,0.03
Pr1V2Al20,0.029667
Cu6La1,0.021
