formula,Tc
Li0.17Zr1N1Cl1,14.2
C1.45La0.5Th0.5,14.2
Y1.8Ti0.2C2.9,14.2
Mo3S4Sn0.6,14.2
Ga0.25V0.75,14.166667
Li1Zr1N1Br1,14.1
Al1Cr0.3Nb2.7,14.1
Nb3Sn0.61Al0.39,14.1
Nb1.8Ta1.2Sn1,14.1
Nb0.8Ga0.19Ni0.01,14.1
Li1Zr1N1Cl0.255Br0.745,14.1
Ga0.3V0.7,14.1
Nd1Fe0.5Ru0.5As1F0.11O0.89,14.1
Y0.95Pr0.05Ni2B2C1,14.05
Si10.9V3Al0.1,14.05
Sn0.875Mo6S8,14.048
Si0.9V3Ge0.1,14
Mo0.45Tc0.55,14
Mo6Pb1S7,14
Na0.16Ti1N1Cl1,14
Nb2.55V0.45Al1,14
Nb3Al0.7Be0.3,14
V3Si0.9Al0.1,14
Zn0.035Zr1N1Br1,14
V2.964Mo0.036Si1,14
V3Si0.8Al0.2,14
V3Si0.9Ge0.1,14
Y1Ni1.8Pd0.2B2C1,14
V0.73Si0.25Al0.02,14
Fe1.06Te0.5Se0.5,14
Pb0.92Mo6S7.5,13.98
Al0.1Ga0.9V3,13.9
Mo0.9Re0.1C1,13.9
Al0.3Ga0.7V3,13.9
Ga0.255V0.745,13.9
Nb76.3Sn7.1Al14.3Ge2.3,13.9
In1V3,13.9
Mo0.95V0.05C1,13.9
Nb3Si0.27Sn0.73,13.9
Y0.95Ce0.05Ni2B2C1,13.8
Ho0.25Y0.75Ni2B2C1,13.8
Ga0.247V0.753,13.8
Y1.8Mo0.2C2.9,13.8
Li0.16Zr1N1Cl1,13.8
N0.93Nb0.85Zr0.15,13.8
C1.45Mo0.1Y0.9,13.8
Nb0.96Ti0.04N0.9,13.8
Nb2.775Mo0.225Al1,13.8
C1Mo0.9Re0.1,13.8
Fe1Se0.328Te0.492,13.8
Y1Ni1.9Cu0.1B2C1,13.75
Sn0.6Mo3S4,13.75
Y1Ni1.9Pt0.1B2C1,13.7
Mo0.18Tc0.82,13.7
Nb0.92Hf0.08N0.93,13.7
Nb0.85Zr0.15N1,13.7
Nb80Ga19Co1,13.7
Mo0.9Ru0.1C1,13.7
Pb0.9Cu0.18Mo6S8,13.65
W0.25Sn0.875Mo6S8,13.635
Ga0.8Ge0.2V3,13.6
Nb2.859Zr0.141Al1,13.6
Nb0.8Ga0.19Cr0.01,13.6
Nb3Sn0.4Al0.6,13.6
Pd0.84Au0.16H0.9,13.6
La1Fe0.5Ru0.5As1F0.11O0.89,13.6
Ga26.5V73.5,13.6
C1Mo0.9Ru0.1,13.6
Fe1.02Te0.5Se0.5,13.6
Fe0.02Te0.8Se0.2,13.6
Ga0.265V0.735,13.6
N1Nb1,13.544167
V0.75Si0.225Al0.025,13.5
V2.814Nb0.186Ga1,13.5
Y0.95Gd0.05Ni2B2C1,13.5
Nb1Ru3,13.5
Nb0.05Mo0.95C1,13.5
N0.84Nb1,13.5
K0.77Zr1N1Cl1,13.5
Mo0.95Ti0.05C1,13.5
Al0.33Nb0.67,13.5
Ga1V3,13.496
Nb0.71Mo0.29C1,13.45
V2.94Fe0.06Si1,13.4
Mo0.1Tc0.9,13.4
V2.754Ti0.246Ga1,13.4
Mo5S6Sn1,13.4
Li0.28Zr1N1Cl1,13.4
Mo6S6Br2,13.4
Y1Ni1.98Fe0.02B2C1,13.4
Li0.95Zr1N1Cl1,13.4
V75Si2.57Ga22.4,13.32
Ga0.233V0.767,13.3
V3Si0.87Ga0.13,13.3
Nb78.4Sn12.9Al2.2Ge6.5,13.3
N0.93Nb1,13.3
Mo0.9V0.1C1,13.3
Ga0.5Mo5S6Sn1,13.3
Ga0.19Nb0.81,13.3
V0.75Si0.22Al0.03,13.3
Nb77Sn13.8Al6.9Ge2.3,13.3
Nb0.7W0.3C1,13.2
V0.003Ga0.974Pb0.026,13.2
La0.2Mo6.35Pb0.8S8,13.2
Mo0.95Zr0.05C1,13.2
Si1V2.7Zr0.3,13.2
Nb0.8W0.2C1,13.2
Mo5.1Pb0.9S6,13.2
Nb0.35Ti0.65N0.97,13.2
V2.7Zr0.3Si1,13.2
Fe1Se0.41Te0.41,13.2
Zr1N1Cl0.7,13.166667
Nb0.25Mo0.75C1,13.1
V3Ga0.957Ge0.043,13.1
Nb0.8Ga0.18Cr0.02,13.1
Nb0.75W0.25C1,13.1
Nb3Sn0.2Ga0.8,13.1
Nb80Ga18Fe2,13.1
Nb0.5Mo0.5C1,13.1
Mo0.9Ti0.1C1,13.1
V0.745Ga0.228Al0.027,13.05
K0.08Zr1N1Cl1,13
S1,13
Ca1Li2,13
Fe1.02Te0.5Se0.4S0.1,13
Nb0.65W0.35C1,13
N0.84H2.52Na1K2C60,13
Li0.3Ti1.1S2,13
Co0.44Mo0.56,13
Nb77.3Sn18.1Al2.3Ge2.3,13
Sr0.5Rb0.5Bi1O3,13
Y1Ni1.85Cu0.15B2C1,13
Mo6S7Sn1,13
Nb2.778Ti0.222Al1,13
Nb77.9Sn11.1Al5.5Ge5.5,13
Zr1N1Cl1,13
C1.45Y0.9Zn0.1,13
Y1.8Zr0.2C2.9,13
Y1.4Ti0.6C3,12.9
C1.5La0.9Th0.1,12.9
C1.5Ti0.3Y0.7,12.9
Al0.5Ga0.5V3,12.9
Nb0.24Tc0.76,12.9
Mo0.84V0.16C1,12.9
Mg0.5Al0.5B2,12.9
Fe1.03Te0.5Se0.5,12.9
V3Si0.8Sn0.2,12.85
Nb0.75Au0.175Pt0.075,12.85
Ti0.013V0.987,12.8
Nb0.03Tc0.97,12.8
Mo0.84Ti0.16C1,12.8
Mo0.8V0.2C1,12.8
Nb1N1.08O0.27,12.8
Si1V2.7Nb0.3,12.8
Nb0.06Tc0.94,12.8
V2.7Nb0.3Si1,12.8
Y1Ni1.98Ru0.02B2C1,12.8
Mo0.7Re0.3,12.75
Fe0.02Te0.85Se0.15,12.7
Nb0.85Mo0.15C1,12.7
Pb1Mo6S7.9Se0.1,12.7
Fe1Se0.492Te0.328,12.7
Nb78.5Sn2.2Al9.6Ge9.6,12.7
Mo0.95Hf0.05C1,12.7
Ga0.8In0.2V3,12.7
La1.9Th0.1C1.35,12.7
Ba0.45K0.55Bi1O3,12.7
Zr0.12N1Cl1,12.7
Y1Ni1.9Mn0.1B2C1,12.7
Mo6.35Pb1S8,12.6
Al0.5Ge0.5Nb1,12.6
Sn1Mo6S8,12.6
V0.75Si0.2125Al0.0375,12.6
V0.737Ga0.213Al0.05,12.6
V2.799Cr0.201Ga1,12.6
Y0.85Tb0.15Ni2B2C1,12.54
Nb0.5W0.5C1,12.5
Li0.4Zr1N1Cl1,12.5
Ga1Nb2.4V0.6,12.5
Mo5Pb1S7,12.5
Nb80Ga17.5Cr2.5,12.5
B0.03C0.51Mo0.47,12.5
C1Nb0.6W0.4,12.5
Nb78.1Sn7.3Al7.3Ge7.3,12.5
Ga0.2V0.8,12.5
Ba1Pb0.75Bi0.253,12.5
Nb1P1S1,12.5
Ba1.9K0.1Pb0.85Bi0.15O4,12.5
Al1Nb2.1V0.9,12.5
Au0.7Nb3Pt0.3,12.5
Pb1Mo6S8,12.45
Y1.8Cr0.2C2.9,12.4
Nb3Sn0.4Sb0.6,12.4
Nb0.8Ga0.18Ni0.02,12.4
Mo0.95Hf0.05C0.74,12.4
C1.45Cr0.1Y0.9,12.4
V75Si20Ga5,12.33
Ga0.222V0.778,12.3
V0.725Ga0.203Al0.072,12.3
V2.802Ta0.198Ga1,12.3
Nb1N1.22O0.18,12.3
Nb0.85Hf0.15N0.94,12.3
Pb0.9Yb0.1Mo6Se8,12.3
Pb0.7Eu0.3Mo6.35S8,12.3
Ga22.2V77.8,12.3
Nb0.51Mo0.49C1,12.22
Nb0.5Sn0.25Ta0.125V0.125,12.2
V0.741Ga0.196Al0.063,12.2
Nb2Ta0.5V0.5Sn1,12.2
Ga28.1V71.9,12.2
Ga0.281V0.719,12.2
K0.8La0.2Bi1O3,12.2
Mo1B0.01C0.82,12.2
Pb0.8Yb0.2Mo6Se8,12.2
Li0.13Zr1N1Cl1,12.2
Nb2Sn1Ta0.5V0.5,12.2
K0.75La0.25Bi1O3,12.2
Nb80Ga18Co2,12.2
Tl1Mo6Se7.5,12.2
Li1Ti1O4,12.15
V75Si20Ge5,12.15
Cr4.84Ga25V70.16,12.14
C0.69Mo1,12.1
Nb0.3Mo0.7C1,12.1
Y1Ni1.6Pt0.4B2C1,12.1
Ga0.296V0.704,12.1
Li1.04Ti1.96O4,12.1
Ga29.6V70.4,12.1
Nb0.95Mo0.05C1,12.1
V0.767Ga0.086Al0.147,12.1
Y1Ni1.5Pd0.5B2C1,12.1
N0.9H2.7Na1Rb2C60,12.1
N0.89Nb1,12.1
Y1Ni1.3Pd0.7B2C1,12.1
V0.767Ga0.214Al0.022,12.1
C0.148N0.638Ta1,12.01
Mo0.8Ti0.2C1,12
N0.72H2.16Na1K3C60,12
Y0.85Pr0.15Ni2B2C1,12
Mo0.3Tc0.7,12
Mo0.95Hf0.05C0.73,12
Li2Cs1C60,12
Nb0.75Mo0.25C1,12
N0.86H2.58Na1Rb2C60,12
Mo0.8W0.2C1,12
Y1.8Th0.2C2.7,12
Pb1Mo6.35S8,12
Y0.9Gd0.1Ni2B2C1,12
Mo0.57Re0.43,12
Li2Na1N1C60,12
C0.985Nb1,12
C0.681Mo1,12
B0.015C0.985,12
Y0.75Dy0.25Ni2B2C1,12
V0.743Ga0.181Al0.076,12
Nb3Sn0.5Ge0.5,11.95
V2.7Mn0.3Si1,11.9
Mo0.9Hf0.1C1,11.9
Y0.9Ce0.1Ni2B2C1,11.9
V3Ga0.8Si0.2,11.9
Fe0.03Te0.9Se0.1,11.9
Li0.98Mg0.02Ti2O4,11.9
V2.793Ni0.207Ga1,11.9
Nb1N1.25O0.25,11.9
Sr2Y1Ru0.95Cu0.05O6,11.9
Li1Ti2O4,11.872727
Nb2.7Mo0.3Al1,11.85
C0.017N0.632Ta1,11.84
C0.97Ta1,11.84
Zr0.61Rh0.285O0.105,11.8
Y1Ni1.94Co0.06B2C1,11.8
Y1Ni1.82Pd0.18B2C1,11.8
Mo1B0.03C0.82,11.8
V0.75Si0.2Al0.05,11.8
Nb0.8Ga0.17Ni0.03,11.8
V0.746Ga0.169Al0.085,11.8
N0.75H2.25Na1K2C60,11.8
Ta0.05Mo0.95C1,11.8
Mo0.66Re0.34,11.8
Li1.08Ti1.92O4,11.8
O0.105Rh0.285Zr0.61,11.8
Y1Ni1Pd1B2C1,11.8
Y1Ni0.8Pd1.2B2C1,11.8
Hf1Ru1P1,11.796667
Li1.035Ti1.965O4,11.75
Mo0.3Si1,11.7
Li0.6Zr1N1Cl1,11.7
Mo0.9W0.1C1,11.7
Nb3Al0.55Ge0.45,11.7
V2.799Mo0.201Ga1,11.7
V0.747Ga0.131Al0.122,11.7
V0.75Ge0.15Al0.1,11.7
Th1.4Lu0.3C3,11.7
V0.77Si0.21Al0.02,11.7
Pb1Mo6S6O2,11.7
C0.98Nb1,11.68
Nb0.15Mo0.85C1,11.673
Fe1.02Te0.5Se0.3S0.2,11.64
Mo0.6Re0.4,11.633333
Nb80Ga17Fe3,11.6
Li0.18Zr1N1Cl1,11.6
Nb0.9W0.1C1,11.6
Y2C2Br0.5I1.5,11.6
Th1.2Lu0.8C3,11.6
Ho0.5Y0.5Ni2B2C1,11.6
Y1Ni1.8Cu0.2B2C1,11.55
Mo0.62Re0.38,11.5
C1.45V0.1Y0.9,11.5
C1.45Y1,11.5
K0.26Zr1N1Cl1,11.5
Nb2.73Ti0.27Al1,11.5
Mo1B0.05C0.82,11.5
Y1.8V0.2C2.9,11.5
Nb3Au0.7Pt0.3,11.5
V0.767Ga0.18Al0.053,11.5
V3Ga0.937In0.063,11.5
Mo0.84Hf0.16C1,11.5
Nb0.8Ga0.17Cr0.03,11.5
V2.883W0.117Ga1,11.5
Mo0.9Zr0.1C1,11.5
Sr0.4K0.6Bi1O3,11.421667
V0.75Ge0.1875Al0.0625,11.4
Nb3Rh0.02Au0.98,11.4
Li2.6Ti1.7O4,11.4
Mo0.8Hf0.2C1,11.4
V0.741Ga0.152Al0.107,11.4
Na2Cs1C60,11.328571
Tc0.9V0.1,11.32
C6Ca1,11.303
V0.75Ge0.13Al0.12,11.3
N0.7Nb1,11.3
Nb1N1.34O0.27,11.3
Mo0.6W0.4C1,11.3
Ba0.9K0.1Bi0.4Pb0.6O3,11.3
Y1.8Si0.2C2.7,11.3
V2.7Cr0.3Si1,11.3
Si1V2.7Cr0.3,11.3
Ba0.6K0.4Bi0.7Pb0.3O3,11.3
C1.35Si0.1Y0.9,11.3
Ge0.5Nb3Sn0.5,11.3
Cu1.6Mo6S8,11.3
Mo0.4W0.6C1,11.3
Rh0.33Zr0.67,11.25
Li1.05Ti1.95O4,11.25
Mo0.55Pt0.05Re0.425,11.25
Tc0.8V0.2,11.24
La1Mo6Se8,11.233333
Ba1Pb0.7Bi0.3O3,11.23
Y2I1.6Br0.4C2,11.2
Y0.9Pr0.1Ni2B2C1,11.2
V3Ga0.994Cd0.006,11.2
V3Si0.76Al0.24,11.2
Y1.8Ru0.2C2.7,11.2
C1.35Ru0.1Y0.9,11.2
V0.75Ge0.025Al0.225,11.2
Li2.6Ti1.9O4,11.2
B5Mo1.69Zr0.31,11.2
Rh0.33Zr0.66,11.2
Nb80Ga19Mn1,11.2
Nb78Ga21Mn1,11.2
V3Ge0.7Al0.3,11.17
Rh1Zr2,11.165
Ba0.6K0.4Bi0.933Pr0.067O3,11.1
Mo0.52Re0.48,11.1
V0.75Si0.175Al0.075,11.1
Y2I1.5Br0.5C2,11.1
Zr2Rh1H0.08,11.1
Ta0.5Nb0.5C1,11.1
Pb1Mo6S7,11.1
Mg0.31Al0.69B2,11.1
Au0.25Nb0.75,11.1
Tc0.75V0.25,11.07
Li1.07Ti1.93O4,11.05
Mo3Os1,11.0225
V3Ge0.8Al0.2,11.02
Cu1Mo4S5,11
La0.94Mo6Se8,11
Nb3Rh0.05Au0.95,11
Na1.38Zr1N1Cl1,11
N0.87H2.61Na1K2C60,11
Rb0.9Bi1.1O3,11
Nb0.2W0.8C1,11
Mo6.35Pb0.9S8Sn0.12,11
Li0.8Fe1.2Se0.23S0.77H1O1,11
Li0.9Mg0.1,11
Li1.3Zr1N1Cl1,11
Mo0.84Zr0.16C1,11
Nb80Ga17Co3,11
Rb0.6Bi1.4O3,11
Rb1Bi1O3,11
Zr1Ru4P2,11
Ba1.7K0.3Pb0.9Bi0.1O4,11
C1.35La1,11
Ba1.7K0.3Pb0.95Bi0.05O4,11
Rh0.12Zr0.88,11
Rb0.7Bi1.3O3,11
Ba0.47K0.53Bi1O3,11
Tc0.95V0.05,10.99
Y1Rh4B4,10.95775
Cu1Mo3S4,10.94
C0.571N0.271Ta1,10.92
Nb0.8Zr0.2,10.9
V2.7Ti0.3Si1,10.9
Th1.6Lu0.4C3,10.9
Sn1.08Eu0.1Mo6.35S8,10.9
Sc1Tc2,10.9
Cu1.5Mo4.5S6,10.9
Nb0.42Tc0.58,10.9
Si1V2.7Ti0.3,10.9
Mo0.95Hf0.05C0.7,10.9
Mo0.8Zr0.2C1,10.9
Li2.6Ti2.7O4,10.9
Nb79.2Sn5.2Al5.2Ge10.4,10.9
B2.6Nb1,10.9
Y1Ni1.7Cu0.3B2C1,10.85
Nb3Rh0.1Au0.9,10.8
V0.75Ge0.175Al0.075,10.8
Y1.8Nb0.2C2.7,10.8
C1.35Nb0.1Y0.9,10.8
Mo0.05Tc0.95,10.8
Zr2Rh1H0.1,10.8
Nb1Ta2Sn1,10.8
Nb0.85Zr0.15,10.8
Y5Os4Si15,10.8
Nb0.7Zr0.3,10.8
Nb0.25Sn0.25Ta0.5,10.8
Nb0.66Zr0.33,10.8
Nb1Sn1Ta2,10.8
V2.928Re0.072Ga1,10.8
Au0.24Nb0.76,10.78
Nb0.75Zr0.25,10.775
C0.198N0.747Ta1,10.74
V3Si0.79Ga0.21,10.7
Ba1Pb0.35Hg0.4Bi0.25O3,10.7
Y2I1.75Cl0.25C2,10.7
Y1.8Ti0.2C2.7,10.7
Nb0.9Zr0.1,10.7
Sn0.96Eu0.2Mo6.35S8,10.7
Y1Ni1.7Pd0.3B2C1,10.7
C1.35Ti0.1Y0.9,10.7
Sn1.2Mo6.35S8,10.7
V3Ga0.9Sn0.1,10.7
V2Hf0.84Nb0.16,10.67
C3La2,10.66
Cu2Mo6S8,10.615
Nb0.8Ga0.16Ni0.04,10.6
V0.7Si0.2Al0.1,10.6
Y1Ni1.6Cu0.4B2C1,10.6
Nb0.65Zr0.35,10.6
V3Si0.1Ga0.9,10.6
Y0.65Dy0.35Ni2B2C1,10.6
Y1.8Ge0.2C2.7,10.6
Pb1Mo6S7.5Se0.5,10.6
Mo0.6Re0.395,10.6
Nb0.8Ga0.16Cr0.04,10.6
Mo0.5Re0.395,10.6
C0.99Nb1,10.6
Sn0.84Eu0.3Mo6.35S8,10.6
C1.35Ge0.1Y0.9,10.6
V75Si5Ga20,10.58
Au0.242Nb0.758,10.56
Tc0.97Ti0.03,10.56
Nb0.6Zr0.4,10.525
Nb1Tc3,10.5
V3Si0.72Ga0.28,10.5
Ta0.2Mo0.8C1,10.5
Y1Pt2B2C1,10.5
Y2I1.4Br0.6C2,10.5
Nb3Sn0.35Sb0.65,10.5
V3Si0.986Sb0.014,10.5
Y2I1.3Br0.7C2,10.5
N0.78Nb1,10.5
C1Ta0.45W0.55,10.5
C1.35Ca0.1Y0.9,10.5
Ir0.4Nb0.55O0.05,10.5
Nb0.25Ti0.75N0.98,10.5
V3Ga0.2Si0.8,10.5
Y0.86Gd0.14Ni2B2C1,10.475
Y1Ni1.4Cu0.6B2C1,10.45
V2Hf0.87Ta0.13,10.45
Y0.83Er0.17Rh4B4,10.4
V0.75Si0.125Al0.125,10.4
Cu1.8Mo6S8,10.4
Y1Ni1.24Pd0.76B2C1,10.4
Nb48.15Zr42.5Ta9.35,10.4
V2.91Mo0.09Si1,10.4
Tc0.9W0.1,10.4
V0.73Si0.23Al0.04,10.4
Y1Ni1.34Pd0.66B2C1,10.4
Y2I1.75Br0.25C2,10.35
V0.75Ge0.2Al0.05,10.3
Th1.8Lu0.2C3,10.3
Ba1Pb0.78Bi0.22O3,10.3
Zr1Ru0.95Fe0.05P1,10.3
Cu1.3Mo6S8,10.3
Y1Ni1.54Pd0.46B2C1,10.3
Nb0.5Ti0.1Zr0.4,10.3
V0.72Si0.17Al0.11,10.3
Nb46Zr36.1Ta17.9,10.3
Rh0.14Zr0.86,10.3
Nb80Ga16Fe4,10.3
Nb0.5Ti0.5,10.3
Nb0.4Ta0.6C1,10.276667
La1Bi1S2F0.4O0.6,10.26
K0.85La0.15Bi1O3,10.25
La0.88Mo6Se8,10.25
Sr1Pt2Ge2,10.2
Y1.8Sn0.2C2.7,10.2
Y1Ni1.94Fe0.06B2C1,10.2
C1.35Sn0.1Y0.9,10.2
V0.783Ga0.138Al0.079,10.2
V3Ga0.999Zn0.001,10.2
Mo0.55Pt0.05Re0.4,10.2
Nb50Zr50,10.2
Pb0.7Yb0.3Mo6Se8,10.2
Sn0.6Eu0.5Mo6.35S8,10.2
Ir0.125Rh0.125Zr0.75,10.2
Sn0.5Eu0.5Mo6S8,10.2
Mo0.65Re0.35,10.2
Nb0.67Hf0.33N1,10.2
Nb50Ti5Zr45,10.2
Nb3.2Al0.24Ge0.4,10.2
C1Mo0.83Ti0.17,10.2
Fe1.02Te0.5Se0.2S0.3,10.16
C1Mo1,10.152
Nb0.5Zr0.5,10.122
Nb50Zr40Hf10,10.1
Y2Cu2I2,10.1
V3Si0.6Al0.4,10.1
Y0.99Gd0.01Rh4B4,10.1
Y1.8Au0.2C2.6,10.1
Y1Ni1Cu1B2C1,10.1
Zr0.5Hf0.5V2,10.1
Zr1Ru0.99Rh0.01P1,10.1
Y1Ni1.46Pd0.54B2C1,10.1
V2.865Fe0.135Ga1,10.1
Hf0.5V2Zr0.5,10.1
Mo0.3Nb0.1Re0.6,10.1
Nb0.7Ti0.3,10.1
Sn0.72Eu0.4Mo6.35S8,10.1
C1Ta0.5W0.5,10.1
C0.4Mo0.6,10.1
Au0.1C1.3Y0.9,10.1
Be12Mg1Re1,10.1
Nb50Zr25Hf25,10.1
Rh0.09Zr0.91,10.1
Mo0.2W0.8C1,10.1
Ga25Mn4.92V70.08,10.1
N0.9Nb0.114Ti0.886,10.1
Li1.1Ti1.9O4,10.05
Y2I1.25Br0.75C2,10.05
Nb0.68Zr0.32,10.05
C1Nb1,10.025
Nb0.75Ti0.25,10.02
Y0.75Tb0.25Ni2B2C1,10.02
Ta0.6W0.4C1,10
Mo1Ru1,10
Y1Cu2B2C1,10
Mo0.75Re0.25,10
C0.03Rh0.43Ta0.54,10
Mo6.35Pb0.7S8Sn0.36,10
C0.5W0.5,10
Y0.71Er0.29Rh4B4,10
C1.35Y1,10
Nb50Zr45Hf5,10
Ga0.21V0.79,10
Al0.175Nb0.775Zr0.05,10
Li1.4Zr1N1Cl1,10
Mo3Al2C1,10
Ba1Pb0.65Hg0.1Bi0.25O3,10
Ba8Ge46,10
Y2C2I2,9.985
Hf0.6Zr0.4V2,9.97
Ba1Pb0.4Hg0.35Bi0.25O3,9.97
B3Nb1,9.96
B2.4Nb1,9.96
Zr0.3Hf0.7V2,9.96
B2.8Nb1,9.96
Y0.85Gd0.15Ni2B2C1,9.95
V2Hf0.9Nb0.1,9.93
Y1Ni1.4Pd0.6B2C1,9.92
Ta0.8W0.2C1,9.92
Li1.12Ti1.88O4,9.9
Rh0.1Zr0.9,9.9
Zr0.7Hf0.3V2,9.9
V0.65Si0.1Al0.25,9.9
As0.1P0.9,9.9
Ba1Pb0.75Bi0.25O3,9.9
Nb40.6Zr19.9Ta39.5,9.9
Hf0.6V2Zr0.4,9.9
Nb50.35Zr44.45Mo5.2,9.9
V2.742Zr0.258Ga1,9.9
Mo1Re3,9.89
Ba1Pb0.8Bi0.2O3,9.875
Mo0.95Hf0.05C0.68,9.87
Hf0.15Nb0.85,9.85
Y2I2C2,9.85
Pd0.02Rh0.31Zr0.67,9.85
N1Zr1,9.85
Nb80Ga16Co4,9.85
V2Hf0.9Ta0.1,9.82
Nb0.5Sn0.25V0.25,9.8
V1Nb2Sn1,9.8
B2.32Nb1,9.8
Y4Os4Si13,9.8
Ir2Nb3,9.8
Be22Os0.005Re1,9.8
Nb0.05Re0.75Ta0.2,9.8
C0.984Nb1,9.8
Nb2Sn1V1,9.8
Nb50Ti10Zr40,9.8
Nb0.6Ti0.4,9.8
Ir0.41Nb0.59,9.8
V0.75Si0.025Al0.225,9.8
C0.96Nb1,9.8
Nb0.25Ta0.75C1,9.8
Mo0.6Pt0.05Re0.35,9.8
V3Si0.4Sn0.6,9.8
B2Nb0.83,9.77
Zr0.13Hf0.87V2,9.76
Zr1Ru1Si1,9.733333
Hf0.8Zr0.2V2,9.73
Be0.86Pb0.14,9.7
Ir0.385Nb0.615,9.7
Nb0.75Ti0.15Zr0.1,9.7
Ga20.5V79.5,9.7
Ga41Mo8,9.7
C0.987Ta1,9.7
V3Si0.6Sn0.4,9.7
Nb50Ti25Zr25,9.7
Nb0.8Ga0.15Cr0.05,9.7
Ga0.205V0.795,9.7
V0.63Si0.14Al0.23,9.7
Tc6Zr1,9.7
Y1Ni1.9Co0.1B2C1,9.65
Zr31V61.8Nb7.2,9.65
Be0.957Re0.043,9.645
V66.6Zr33.3,9.64
Y0.56Er0.44Rh4B4,9.64
Nb0.9Ti0.1,9.61
K1Os2O6,9.60375
Be0.98Re0.02,9.6
Hf0.1Nb0.9,9.6
Nb3Rh0.02Pt0.98,9.6
Y2I1.2Br0.8C2,9.6
Na2Cs0.93C60,9.6
Rh0.17Zr0.83,9.6
K1Bi1O3,9.6
Ir0.58Rh0.36Se2,9.6
C1.58La1,9.6
Zr29.8V59.4Nb10.8,9.58
Hf0.8Ta0.2V2,9.54
Hf0.05Nb0.95,9.52
Nb3Pt1,9.516429
Be22Re1,9.51
Ir0.3Mo0.4Re0.3,9.5
Be9.8Re0.02,9.5
Nb3Rh0.3Au0.7,9.5
La1Bi1S2F0.6O0.4,9.5
V3Ga0.6Si0.4,9.5
Be0.96Re0.04,9.5
Hf1Ru4P2,9.5
C0.5Mo0.17Zr0.42,9.5
Nb1,9.5
Ga2Mo1,9.5
Hf0.9Ta0.1V2,9.49
Hf0.95Ta0.05V2,9.49
Hf0.2Nb0.8,9.48
Zr0.87Hf0.13V2,9.45
Be22Re0.95W0.05,9.45
Nb0.35Zr0.65,9.45
K0.8Bi1.2O3,9.45
Nb0.95Ti0.05,9.41
Ta0.4W0.6C1,9.41
V0.683Ga0.22Al0.097,9.4
Re0.9V0.1,9.4
Nb0.8Ga0.15Ni0.05,9.4
Nb0.55Ti0.45,9.4
V3Si0.68Ga0.32,9.4
V0.784Ga0.172Al0.044,9.4
Nb79.5Sn2.1Al6.1Ge12.3,9.4
Na2Rb0.25Cs0.75C60,9.4
Au1Ga40Mo8,9.4
La0.84Mo6Se8,9.4
Cu0.7Nb0.3,9.39
Y1.8Bi0.2C2.9,9.35
Bi0.1C1.45Y0.9,9.35
Ba0.9K0.1Bi0.3Pb0.7O3,9.3
B5Nb1.9Y0.1,9.3
Nb0.33Ti0.67,9.3
Nb0.79Si0.21,9.3
Nb0.35Ti0.15Zr0.5,9.3
H0.995Pd1,9.275
Nb0.999Y0.001,9.27
Nb0.98Y0.02,9.26
Cu0.7Nb0.29Ta0.01,9.25
Mo0.23Re0.77,9.25
La1F0.5Bi1S2O0.5,9.25
Cu2.6Mo6S8,9.25
Be0.99Re0.01,9.25
Ir0.44Rh0.5Se2,9.24
Nb99.976O0.024,9.23
Au1Nb3,9.226364
Nb0.995Ta0.005,9.226
V2Hf0.95Y0.05,9.22
Al2C1Mo3,9.22
Ir0.455Nb0.455O0.09,9.2
Mo5P1.1B1.9,9.2
Hf1V2.3,9.2
Be5Os1,9.2
Ba0.6K0.4Bi0.6Pb0.4O3,9.2
Sn0.48Eu0.6Mo6.35S8,9.2
B2.26Nb1,9.2
Be22Re0.95Os0.05,9.2
Pb0.6Yb0.4Mo6Se8,9.2
Be22Re0.99Ru0.01,9.2
Gd0.01Nb0.99,9.19
V2Hf0.9Ti0.1,9.19
V2Hf0.9Y0.1,9.19
Gd0.001Nb0.999,9.18
Ta0.4Mo0.6C1,9.18
Nb80Ga15Co5,9.17
B2.34Nb1,9.16
Ga1V4.5,9.15
N0.003Nb0.997,9.12
Nb0.25Zr0.75,9.116667
Nb0.18Re0.82,9.116667
Hf0.99Ta0.01V2,9.11
Ca1Fe0.93Co0.07F1,9.1
B2Nb0.84,9.1
Nb0.19Ti0.74Zr0.07,9.1
Mo1.8Rh0.2B1C1,9.1
Nb3Al0.3Ge0.7,9.1
Ir0.37Rh0.57Se2,9.09
Nb0.99Ta0.01,9.079
Nb0.36Ti0.64,9.05
Pb7Bi3,9.05
Ta0.462Ti0.538,9.05
Cu0.7In0.01Nb0.29,9.04
Nb99.861O0.139,9.03
Nb0.98Ta0.02,9.02
Nb0.2Ta0.8C1,9
Nb0.75Si0.25,9
V2.898Mn0.102Ga1,9
Pd0.05Ru0.05Zr0.9,9
Cu2Mo6S6O2,9
Zr1Ru1Ge1,9
C1S1,9
Mo80P10B10,9
V0.709Ga0.151Al0.14,9
K0.915Bi1.085O3,9
Mo0.1W0.9C1,9
C1Hf0.15Mo0.85,9
C0.46W0.54,9
Nb0.31Ta0.06Ti0.62,9
Nb2.58Ti0.42Al1,9
As1Bi1Pb1,9
As1Bi1Pb1Sb1,9
Ba0.47K0.53Bi0.995Pr0.005O3,9
Be0.62Si0.38,9
Y1Rh4Si2B1,9
N0.85H2.55Na1K2C60,9
