formula,Tc
Ca1Fe0.85Rh0.15As1F1,18.4
Ba0.1Na0.9Fe2As2,18.4
Sr1Fe1.8Co0.2As2,18.365
Sm1Fe0.89Ir0.11As1O1,18.3
Ba1Fe1.915Ni0.085As2,18.2
Sm1Fe0.9Zn0.1As1F0.2O0.8,18.2
Ce1Fe1As0.7P0.3F0.05O0.95,18.15
Eu0.5K0.5Fe1.9Ni0.1As2,18
La0.77Sm0.1Sr0.13Fe1As1O1,18
Nb0.76Fe1.61Se0.96S1.04,18
Sr0.8Eu0.2Fe1.78Co0.22As2,18
Ba0.79K0.21Fe2As2,18
Ba1Fe1.857Co0.13Mn0.013As2,18
La1Fe1As1F0.06O0.94,18
Sm1Fe0.94Ir0.06As1O1,18
Ba0.694K0.306Fe1.826Co0.174As2,18
Ba0.698Na0.302Fe2As2,18
Ba1Fe1.808Rh0.192As2,17.8
Sm1Fe1As0.85P0.15F0.12O0.88,17.8
La1Fe1As1H0.21O0.79,17.8
La1Fe0.7Ru0.3As1F0.11O0.89,17.75
Ca1Fe1.888Co0.112As2,17.75
Sm1Fe0.8Ru0.2As1F0.15O0.85,17.7
Ca1Fe1.9Co0.1As2,17.7
Li0.8Fe1As1,17.6
La1Fe0.75Ru0.25As1F0.11O0.89,17.6
Ca0.85Sm0.15Fe1As2,17.6
Ca9.75Er0.25Pt3Fe10As18,17.6
Gd1Fe0.8Ir0.2As1O1,17.6
Ba1Fe1.906Co0.094As2,17.464286
Pr1Fe1As0.4P0.6F0.1O0.9,17.4
Ca10Ir4Fe10As18,17.35
Sm1Fe0.84Ir0.16As1O1,17.3
Sr1Fe1.2Ru0.8As2,17.2
Ca1Fe1.87Co0.13As2,17.2
Ce1Fe1As0.95P0.05F0.05O0.95,17.2
Ba1Fe1.904Co0.096As2,17.1
La0.81Gd0.06Sr0.13Fe1As1O1,17.1
Ca1Fe1.8Co0.2As2,17.1
Ca4Al2Fe2P2O6,17.1
Ca1Fe2.94Co0.06As2,17
Sr4Sc2Fe2P2O6,17
Sm1Fe1As0.55P0.45H0.26O0.74,17
Ba1Fe1.83Zn0.06Co0.11As2,17
Ca0.64Na0.36Fe2As2,17
Ba1Fe1.93Ni0.07As2,17
K0.8Fe1.992Co0.008Se2,17
Ba0.797K0.203Fe2As2,17
Fe2P2Sr4Sc2O6,17
Ca4Al2Fe2P2O5.8,17
Sr1Fe1.3Ru0.7As2,16.8
Ca1Fe1.854Co0.146As2,16.8
Ba1Fe1.982Mo0.018As2,16.7
Ca3Al2Fe2P2O5,16.6
Pr0.65Sr0.35Fe1As1O1,16.5
Ca1Fe0.8Co0.2As1F1,16.5
Sm1Fe0.875Ir0.125As1O1,16.5
La0.81Dy0.06Sr0.13Fe1As1O1,16.5
Ba1Fe1.77Co0.23As2,16.5
Li1Fe1As1,16.475
Ba1Fe1.94Pd0.06As2,16.4
K0.76Fe1.61Se0.96S1.04,16.4
Na1Fe0.95Co0.05As1,16.3
Ba1Fe1.988Mo0.012As2,16.3
Sr1Fe1.75Pt0.25As2,16.3
Pr0.75Sr0.25Fe1As1O1,16.25
Ba1Fe1.78Co0.22As2,16.23
Sr0.54Eu0.46Fe1.78Co0.22As2,16.2
La1Fe0.95Co0.05As1F0.11O0.89,16.1
Ce1Fe1As0.6P0.4F0.05O0.95,16
Sr1Fe1.84Pt0.16As2,16
Sm1Fe0.85Ir0.15As1O1,16
Fe1.7Co0.3As2Sr4Mg1Ti1O6,16
Ba1Fe1.97Mn0.03As1.3P0.7,16
Sm1Fe0.94Mn0.06As1F0.12O0.88,16
Ba0.95K0.05Fe1.782Co0.212As2,16
Sm1Fe0.9Co0.1As1O1,15.966667
Pr0.8Sr0.2Fe0.85Co0.15As1O1,15.9
Ba0.76Na0.24Fe2As2,15.9
Ba1Fe1.922Rh0.078As2,15.9
Sm1Fe0.64Ru0.36As1F0.15O0.85,15.9
Ba1Fe1.892Ni0.108As2,15.88
Ba1Fe1.74Zn0.04Co0.22As2,15.82
Sr1Fe1.8Pt0.2As2,15.8
Ca10Pt3.53Fe9.47As18,15.8
Ba1Fe1.902Co0.098As2,15.8
Nd1Fe0.9Rh0.1As1O1,15.8
Na1Fe0.9825Co0.0175As1,15.8
La1Fe1As0.7P0.3F0.05O0.95,15.75
Sr1Fe1.75Co0.25As2,15.7
Ca1Fe1.82Co0.18As2,15.7
Na1Fe0.977Co0.023As1,15.7
Tb0.56Ca0.44Fe1As1O1,15.6
Sm1Fe1As0.8P0.2F0.12O0.88,15.6
La1Fe0.991Zn0.009As1F0.08O0.9,15.6
Ba1Fe1.42Ru0.58As2,15.6
Ba1Fe1.868Co0.094Cu0.038As2,15.55
Ba1Fe1.52Ru0.48As2,15.55
Ca1Fe1.94Co0.06As2,15.5
Pr0.85Sr0.15Fe1As1O1,15.5
Ba1Fe1.916Co0.084As2,15.5
Ba1Fe1.91Co0.09As2,15.453333
Ca1Fe0.9Ni0.1As1F1,15.4
Pr0.65Sr0.35Fe1As0.95P0.05O1,15.4
Na1Fe0.975Ni0.025As1,15.4
La1Fe0.99925Mn0.00075As1F0.11O0.89,15.35
Ca1Fe1.85Co0.15As2,15.2
Pr1Fe0.925Co0.075As1O1,15.033333
Fe1Te0.57Se0.43,15
Fe1Se0.5Te0.5,15
Fe2As2Ca5Al1.5Ti1.5O9,15
Fe1P1Sr2Sc1O3,15
Ce1Fe1As0.55P0.45F0.05O0.95,15
Ca1Fe1.94Ni0.06As2,15
Fe1Te0.65Se0.35,15
Ba1Fe1.44Ru0.56As2,15
Ba0.805K0.195Fe2As2,15
Ba0.5K0.5Fe1.92Mn0.08As2,15
Ba0.49K0.51Fe1.79Co0.21As2,15
Ca10Pt3.72Fe9.28As18,14.9
Pr1Fe0.9Co0.1As1O1,14.9
Ba1Fe1.936Ni0.064As2,14.833333
Fe1Se0.42Te0.58,14.8
Ba0.82La0.18Fe2As2,14.8
Ca1Fe1.874Co0.126As2,14.8
Ca9.72Tm0.28Pt3Fe10As18,14.8
Nd1Fe0.85Rh0.15As1O1,14.7
Pr1Fe0.9Co0.1As0.9P0.1O1,14.7
Pr0.8Sr0.2Fe1As1O1,14.6
Ba1Fe1.784Co0.216As2,14.6
Pr1Fe1As1F0.082O0.918,14.6
Ba1Fe1.32Ru0.68As2,14.5
Sr1Fe1.766Co0.234As2,14.4
Fe1Se0.3Te0.7,14.333333
Sm1Fe0.875Co0.125As1O1,14.3
La1Fe1As1F0.18O0.82,14.3
Pr1Fe0.9Co0.1As0.95P0.05O1,14.2
Ba1Fe1.82Ni0.18As2,14.15
Ca1Fe1.75Co0.25As2,14.1
Fe1Se0.4Te0.6,14.1
Ba1Fe1.782Co0.218As2,14.1
Fe1.04Se0.33Te0.67,14.1
Fe1.05Se0.15Te0.85,14.1
La1Fe0.995Zn0.005As1O0.85,14.1
La0.8Y0.2Fe0.98Mn0.02As1F0.11O0.89,14.1
Sm1Fe1As1F0.085O0.915,14
Na1Fe0.93Co0.07As1,14
La1Fe0.85Rh0.15As1O1,14
La1Fe0.9Rh0.1As1O1,14
Li0.99Fe1.01As1,14
La1Fe0.89Co0.11As1O1,14
Fe1.03Te0.6Se0.4,14
Fe1Se0.39Te0.61,14
Fe1.11Te0.6Se0.4,14
Fe1.04Te0.6Se0.4,14
Fe1Te0.67Se0.33,14
Ca0.85Nd0.15Fe1As2,14
Ba0.805K0.195Fe1.738Co0.262As2,14
Ba1Fe1.85Ni0.15As2,13.933333
Na1Fe0.9875Co0.0125As1,13.9
Fe1.03Te0.72Se0.28,13.9
Eu0.6Sr0.4Fe1.715Co0.285As2,13.9
Ba1Fe2As0.88P1.12,13.9
Sr1Fe1.792Co0.208As2,13.9
Fe1.12Se0.3Te0.7,13.7
Fe1Se0.246Te0.574,13.7
Sr1.8Ca0.2V1Fe1As1O3,13.7
Ca10Pt4.8Fe9.2As18,13.7
Ca10Pt3.617Fe9.383As18,13.6
Sr0.8K0.2Fe2As2,13.6
Fe1.02Te0.8Se0.2,13.6
Ba0.5K0.5Fe1.7Co0.3As2,13.56
Fe1.03Te0.8Se0.2,13.5
Ce1Fe0.78Co0.22As1H1,13.5
Nd0.8Sr0.2Fe1As1O1,13.5
Fe0.95Zn0.05Se0.3Te0.7,13.5
Fe1Se0.38Te0.62,13.5
Sr1Fe1.76Co0.24As2,13.5
Ba1Fe1.832Co0.15Mn0.018As2,13.5
Ca0.92La0.08Fe8.6Pd4.2As18,13.5
Ba1Fe1.87Zn0.04Co0.09As2,13.42
Li1Fe0.975Co0.025As1,13.4
Ba0.85Ce0.15Fe2As2,13.4
Sr1Fe1.816Co0.184As2,13.4
Na1Fe0.939Co0.061As1,13.4
Fe1Te0.6Se0.4,13.366667
Li1Fe0.99Ni0.01As1,13.35
Fe1Te0.54Se0.45S0.01,13.3
Sr0.958Eu0.042Fe1.76Co0.24As2,13.3
Ca9.57La0.43Pt3Fe10As18,13.3
Ca1Fe0.78Co0.22As1H1,13.3
Ba1Fe1.894Pd0.106As2,13.3
Fe1Se0.75Te0.25,13.3
Sm1Fe0.925Co0.075As1O1,13.3
Fe0.99Co0.01Se0.3Te0.7,13.3
Fe1Se0.25Te0.75,13.225
Sr1Fe1.752Co0.248As2,13.2
Sr1Fe1.7Co0.3As2,13.2
Fe1Se0.164Te0.656,13.1
Fe1Te0.58Se0.4S0.02,13.1
Pr0.8Sr0.2Fe0.97Zn0.03As1O1,13
Fe0.99Zn0.01Se0.3Te0.7,13
Ca1Fe2As1.925P0.075,13
Ba0.812K0.188Fe2As2,13
K0.2Sr0.8Fe2As2,13
Fe1.013Se0.3Te0.7,13
Ca10Fe9.2Pt3.8As18,13
Ca10Pt4.05Fe8.95As18,13
Ba1Fe1.925Ni0.075As2,12.95
Fe1Se0.2Te0.8,12.9
Fe1Te0.7Se0.3,12.9
Sr1Fe1.6Co0.4As2,12.9
Ba0.2K0.8Fe2As2,12.8
Ba1Fe1.774Co0.226As2,12.8
Pr0.9Sr0.1Fe1As1O1,12.8
Ba0.81K0.19Fe2As2,12.733333
Fe1.02Te0.85Se0.15,12.7
Fe1.03Te0.7Se0.3,12.7
La1Fe0.925Co0.075As1O1,12.66
Fe1Se0.45Te0.55,12.6
Sr1Fe1.7Pt0.3As2,12.6
Ba1Fe1.974Mo0.026As2,12.5
Sr0.85Eu0.15Fe1.76Co0.24As2,12.5
Fe1.053Se0.3Te0.7,12.5
Sm1Fe0.7Ru0.3As1F0.15O0.85,12.5
Ba1Fe1.86Co0.12Mn0.02As2,12.5
Fe1.03Se0.25Te0.75,12.5
Fe2As2Ca4Al1.34Ti0.66O6,12.5
Ca10Pt3.51Fe9.49As18,12.44
Sr0.28Eu0.72Fe1.76Co0.24As2,12.3
Ba1Fe1.946Pd0.054As2,12.3
K0.7Sr0.3Fe2As2,12.2
La1Fe0.973Zn0.027As1F0.28O0.68,12.2
Pr1Fe0.9Co0.1As0.85P0.15O1,12.2
Fe1Te0.65Se0.3S0.05,12.2
Ca0.85Eu0.15Fe1As2,12.2
Sr1Fe1.76Zn0.04Co0.2As2,12.1
La1Fe0.95Co0.05As1O1,12.01
Na0.5Fe1As1,12
Sr2Sc1Fe1P1O3,12
Ba0.816K0.184Fe2As2,12
La1Fe0.95Rh0.05As1O1,12
Sr0.81Eu0.19Fe1.76Co0.24As2,12
Ba0.7K0.3Fe1.66Co0.34As2,12
Fe0.98Zn0.02Se0.3Te0.7,12
Ca1Fe1.73Co0.27As2,12
Pr0.8Sr0.2Fe0.94Zn0.06As1O1,12
Ba0.7K0.3Fe1.72Co0.28As2,12
Fe1.03Te0.9Se0.1,11.9
Nd1Fe0.97Mn0.03As1F0.11O0.89,11.9
La1Fe0.925Ir0.075As1O1,11.85
Ca10Pt3.474Fe9.526As18,11.85
Ba0.5K0.5Fe1.8Cu0.2As2,11.83
Fe0.97Zn0.03Se0.3Te0.7,11.8
Ba0.8Na0.2Fe2As2,11.8
Ce1Fe1As1F0.05O0.95,11.8
Sr1Fe1.85Pt0.15As2,11.7
La1Fe1As0.15P0.85O1,11.67
Gd1Fe0.7Ir0.3As1O1,11.6
Ba1Fe1.906Co0.042Cu0.052As2,11.6
Fe1.18Te0.6Se0.4,11.6
Ca9.5Yb0.5Pt3Fe10As18,11.6
Fe1Te0.925Se0.075,11.5
Pr0.8Sr0.2Fe0.8Co0.2As1O1,11.5
La1Fe1As0.2P0.8O1,11.42
Ba1Fe1.772Co0.228As2,11.405
Ba1Fe1.935Ni0.065As2,11.3
Fe0.98Ni0.02Se0.82,11.3
Fe1Te0.69Se0.25S0.06,11.3
Ba1Fe1.776Co0.224As2,11.1
Mn0.2Fe0.8Se0.85,11.1
Ba0.5K0.5Fe1.8Ni0.2As2,11.1
La1Fe0.9Co0.1As1O1,11.02
Ba1Fe1.81Zn0.08Co0.11As2,11
Ba1Fe2Se3,11
Fe1.013Te0.68Se0.32,11
Ca0.81Nd0.19Fe1As2,11
Ba1Fe1.9Se3,11
Ba0.82K0.18Fe1.654Co0.346As2,11
Ba0.86K0.14Fe1.68Co0.32As2,11
K0.8Fe1.993Cr0.007Se2,11
Fe1.04Te0.95Se0.05,11
Fe2As2Ba4Sc3O7.5,11
K0.8Fe1.988Co0.012Se2,11
Sm1Fe1As0.55P0.45H0.16O0.84,11
Mn0.1Fe0.9Se0.85,11
Sr1Fe1.732Co0.268As2,11
Fe1.049Se0.2Te0.8,11
La1Fe0.9Ir0.1As1O1,10.9
Fe1Se0.082Te0.738,10.9
Ca9.75Lu0.25Pt3Fe10As18,10.9
Pr1Fe0.9Co0.1As0.8P0.2O1,10.9
Sm1Fe0.85Co0.15As1O1,10.875
La1Fe1As0.2P0.8F0.05O0.95,10.87
Fe1Cr0.01Se1,10.8
Ca1Fe1.7Co0.3As2,10.8
Ca10Pt3.97Fe9.03As18,10.75
Fe1Se0.656Te0.164,10.7
Fe1Se0.89S0.11,10.7
Ba0.1Fe0.9Se0.85,10.6
Na1Fe0.925Co0.075As1,10.6
Sm0.1Fe0.9Se0.85,10.6
Li1Fe0.98Ni0.02As1,10.58
Ba0.82K0.18Fe2As2,10.5
Fe1Se0.82Cl0.18,10.5
Fe1Te0.8Se0.2,10.5
Sm1Fe1As0.47P0.53H0.09O0.91,10.5
La1Fe0.999Mn0.001As1F0.11O0.89,10.336667
La1Fe1As0.75P0.25O1,10.3
La1Fe0.98Co0.02As1F0.11O0.89,10.3
Fe0.98Co0.02Se0.3Te0.7,10.3
Li1Fe0.95Co0.05As1,10.29
Fe1Se0.9S0.1,10.27
Sr1Fe1.5Ru0.5As2,10.25
La1Fe1As1O1.0,10.2
Eu0.7Sr0.3Fe1.715Co0.285As2,10.2
La1Fe0.9975Mn0.0025As1F0.11O0.89,10.1
Fe1Se0.91S0.09,10.1
La0.8Y0.2Fe0.975Mn0.025As1F0.11O0.89,10.1
La1Fe0.99Zn0.01As1O0.85,10.04
Fe1Se0.1Te0.9,10.033333
Fe1Se0.8S0.2,10.015
Fe1Se0.574Te0.246,10.01
Ce1Fe0.74Co0.26As1H1,10
Ba0.823K0.177Fe2As2,10
Fe1Te0.9S0.1,10
Ce1Fe0.9Co0.1As1O1,10
Fe0.95Ni0.05Se1,10
Fe0.95Co0.05Se1,10
Ba0.88K0.12Fe2As2,10
Ca0.8Pr0.2Fe1As2,10
Ba0.825K0.175Fe2As2,10
Nd1Fe0.8Rh0.2As1O1,10
Ca10Pt0.78Fe9.22As18,9.96
Ca10Pt3.42Fe9.58As18,9.87
Pr1Fe0.9Co0.1As0.7P0.3O1,9.86
Sr0.66Eu0.34Fe1.76Co0.24As2,9.82
Na1Fe0.995Co0.005As1,9.81
Ce1Fe0.9Co0.1As1F0.1O0.9,9.8
Ca10Pt5Fe9As18,9.78
Ba1Fe2As1.6P0.4,9.758333
La1Fe1As0.7P0.3O1,9.743333
Mn0.3Fe0.7Se0.85,9.7
Fe0.9Se0.25Te0.75,9.7
Fe1Se0.85,9.62
Sm1Fe0.9Rh0.1As1O1,9.6
Fe1Te0.9Se0.1,9.6
Sr1Fe1.82Ni0.18As2,9.6
Ba1Fe1.894Co0.042Cu0.064As2,9.6
Fe1Se0.96S0.04,9.58
Ba0.5K0.5Fe1.9Mn0.1As2,9.53
Ba1Fe1.924Co0.076As2,9.505
Fe0.99Ni0.01Se0.3Te0.7,9.5
Sr1Fe1.826Co0.174As2,9.5
Sr1Fe1.72Zn0.08Co0.2As2,9.41
Ba1Fe1.678Ru0.322As2,9.31
Li1Fe0.98Cu0.02As1,9.3
Fe0.97Co0.03Se0.3Te0.7,9.24
Fe1Se0.874Sb0.046,9.2
Sm0.25Fe0.75Se0.85,9.2
Sm1Fe0.94Ni0.06As1O1,9
Nd1Fe0.9Co0.1As1F0.11O0.89,9
Ca1Fe0.74Co0.26As1H1,8.95
Ba1Fe1.28Ru0.72As2,8.95
Sr1Fe1.85Ni0.15As2,8.93
Fe1Se0.736Sb0.184,8.85
Fe1Se0.88,8.843333
Fe0.98Se0.15Te0.9,8.8
La1Fe1As0.2P0.8F0.1O0.9,8.8
Sr0.57Eu0.43Fe1.76Co0.24As2,8.78
Ba1Fe1.7Zn0.08Co0.22As2,8.77
Ca1Fe0.85Ni0.15As1F1,8.72
Pr1Fe1As0.2P0.8F0.1O0.9,8.71
Ba1Fe1.918Co0.044Cu0.038As2,8.7
Sr1Fe1.85Pd0.15As2,8.7
Fe1Se0.8,8.65
Sr1Fe1.84Ni0.16As2,8.65
Cu0.01Fe0.99Se0.85,8.6
La1Fe0.975Co0.025As1O1,8.58
Ba1Fe2As0.72P1.28,8.545
Fe1Se0.94,8.545
Fe0.95Se0.25Te0.75,8.5
Al0.25Fe0.75Se0.85,8.5
Al0.1Fe0.9Se0.85,8.5
Fe1.14Te0.91S0.09,8.5
Sr0.5Eu0.5Fe1.76Co0.24As2,8.45
Ba1Fe1.64Ru0.36As2,8.43
Fe1Se0.828Sb0.092,8.3
Ba1Fe1.738Rh0.262As2,8.3
Fe1.01Se1,8.25
Fe1Te0.93Se0.07,8.2
Fe0.95Co0.05Se0.3Te0.7,8.2
La1Fe0.918Zn0.082As1F0.28O0.68,8.2
Ba1Fe1.55Ru0.45As2,8.18
Fe1Se0.779Te0.041,8.12
Fe1Se0.98,8.105
Fe1Se0.72,8
Ba1Fe1.84Co0.13Mn0.03As2,8
Ba0.83K0.17Fe2As2,8
Ba0.779Na0.221Fe2As2,8
Ba1Fe1.79Zn0.1Co0.11As2,8
Sr0.4Eu0.6Fe1.76Co0.24As2,7.97
Ba0.5K0.5Fe1.7Zn0.3As2,7.86
Fe1.06Se0.14Te0.83,7.85
Ba1Fe1.92Co0.08As2,7.833333
Fe1Se0.82,7.83
La1Fe1P1F0.08O0.92,7.8
La1Fe1P1F0.03O0.97,7.8
Ba0.91La0.09Fe2As2,7.76
Ba1Fe2As0.74P1.26,7.73
Li1Fe0.925Co0.075As1,7.66
Ba1Fe1.83Zn0.08Co0.09As2,7.54
Na1Fe0.92Co0.08As1,7.53
La1Fe1As0.25P0.75O1,7.52
La0.99Y0.01Fe0.995Mn0.005As1F0.11O0.89,7.5
Sm1Fe0.96Ni0.04As1O1,7.5
Ca10Pt3.981Fe9.019As18,7.49
Pr1Fe0.85Co0.15As1O1,7.485
Sr1Fe1.8Ni0.2As2,7.4
Ba1Fe1.945Ni0.055As2,7.4
Ba1Fe1.948Mo0.052As2,7.4
Fe1Se0.92,7.4
Ca10Pt3.41Fe9.59As18,7.38
Fe1Te0.8S0.2,7.36625
Fe1Te0.75S0.25,7.28
La1Fe1P1F0.05O0.95,7.21
Sr1Fe1.86Co0.14As2,7.2
La1Fe0.95Ir0.05As1O1,7.18
Ba1Fe1.866Pd0.134As2,7.16
Ba1Fe1.24Ru0.76As2,7.1
Nd1Fe0.95Rh0.05As1O1,7.1
Pr0.8Sr0.2Fe0.95Co0.05As1O1,7.05
Fe1Se0.93,7
Ba0.833K0.167Fe2As2,7
La0.9Y0.1Fe1As1F0.1O0.9,7
Sn0.05Fe1Se0.93,7
Sn0.1Fe1Se0.93,7
Sr1Fe1.6Pt0.4As2,7
Y1Fe4P12,7
La1Fe1As1F0.055O0.945,7
Fe1Se0.99,6.99
Nd1Fe1As0.2P0.8F0.1O0.9,6.98
Ba0.1K0.9Fe2As2,6.93
Pr0.8Sr0.2Fe0.9Co0.1As1O1,6.86
Ga0.1Fe0.9Se0.85,6.8
Fe1Te0.88S0.12,6.8
La1Fe1P1F0.06O0.94,6.8
Ga0.25Fe0.75Se0.85,6.8
Fe1Te0.95Se0.05,6.7
Fe0.99Ni0.01Se0.82,6.65
Fe1Te0.8Se0.1S0.1,6.6
La1Fe0.875Co0.125As1O1,6.6
La1Fe0.96Ni0.04As1O1,6.5
Fe0.98Se0.25Te0.75,6.5
Fe1.12Se0.03Te0.97,6.5
Ba0.84K0.16Fe2As2,6.42
Ba0.818Na0.182Fe2As2,6.4
Ba1Fe1.8Ni0.2As2,6.4
Sr1Fe1.68Zn0.12Co0.2As2,6.22
Ba1Fe1.926Co0.074As2,6.2
Ba0.82Pr0.18Fe2As2,6.2
Ba1Fe1.856Ni0.144As2,6.185
Pr1Fe0.95Co0.05As1O1,6.14
Fe1.12Se0.11Te0.83,6.05
La1Fe0.985Zn0.015As1O0.85,6.01
Fe1Se0.13Te0.87,6
Fe1.02Se1,6
Fe2As2Sr4Mg1Ti1O6,6
Sm1Fe0.92Ni0.08As1O1,6
Fe1.035Te0.78Se0.22,6
Ca10Pt3.28Fe9.72As18,6
La1Fe1As0.1P0.9O1,5.96
Fe1Se0.7S0.3,5.94
Sr1Fe1.88Ni0.12As2,5.92
Ce1Fe1As0.47P0.53F0.05O0.95,5.84
Sm1Fe0.825Co0.175As1O1,5.8
La0.9Ca0.1Fe1P1O1,5.67
Fe0.99Cu0.01Se0.88,5.64
Sm1Fe0.9Ni0.1As1F0.12O0.88,5.6
Sr1Fe1.66Co0.34As2,5.56
Sr1Fe1.9Ni0.1As2,5.5
Sm1Fe1As0.47P0.53H0.24O0.76,5.5
La1Fe1P1O1,5.458571
Ba1Fe1.958Rh0.042As2,5.41
Ba0.85Na0.15Fe2As2,5.3
Ba1Fe1.838Co0.094Cu0.068As2,5.3
Fe1.13Se0.1Te0.85,5.25
Sr0.9K0.1Fe2As2,5.11
Ba1Fe1.76Co0.24As2,5.1
Ba0.5K0.5Fe1.7Ni0.3As2,5.1
Ba0.76La0.24Fe2As2,5.02
Ba1Fe1.2Ru0.8As2,5.02
Ba1Fe1.75Zn0.14Co0.11As2,5
Fe1Se0.82Br0.18,5
Fe1Se0.7Br0.3,5
Fe1Se0.8Br0.2,5
Fe0.9Co0.1Se1,5
Ce1Fe0.85Co0.15As1O1,5
Li1Fe1P1,4.965
Ba1Fe1.946Mo0.056As2,4.9
Pr0.95Sr0.05Fe1As1O1,4.86
Ba0.87Nd0.13Fe2As2,4.76
Li0.98Fe1.02As1,4.61
Ba1Fe1.66Zn0.12Co0.22As2,4.6
La1Fe0.875Ir0.125As1O1,4.56
Pr0.8Sr0.2Fe0.7Co0.3As1O1,4.48
La1Fe1As0.6P0.4O1,4.3825
La1Fe0.98Zn0.02As1O0.85,4.32
Ca10Pt3.213Fe9.787As18,4.3
Ba1Fe1.872Co0.042Cu0.086As2,4.3
Ba0.91Ce0.09Fe2As2,4.12
Ba1Fe1.958Pd0.042As2,4.1
Cu0.02Fe0.98Se0.85,4.1
Ce1Fe0.85Co0.15As1F0.1O0.9,4
Pr1Fe0.7Co0.3As1O1,4
Ce1Fe1As0.7P0.3O1,4
Fe0.98Cu0.02Se0.88,4
Ca1Fe0.8Ni0.2As1F1,3.92
Ca1Fe0.95Rh0.05As1F1,3.81
Fe1Se0.6S0.4,3.73
La0.96Sr0.04Fe1As1O1,3.65
Pr1Fe1P1O1,3.586667
Ba1Fe1.77Ni0.23As2,3.53
Ba0.9K0.1Fe2As2,3.5
La1Fe0.905Zn0.095As1F0.28O0.68,3.5
Pr0.8Sr0.2Fe0.925Co0.075As1O1,3.5
Ca1Fe0.74Co0.26As1F1,3.49
Nd1Fe1P1O1,3.465
Ba1Fe1.952Ni0.048As2,3.463333
Ba1Fe1.78Ni0.22As2,3.4
Ba1Fe1.79Zn0.12Co0.09As2,3.37
Sr1Fe2As0.8P1.2,3.13
La1Fe1As0.8P0.2O1,3.103333
La1Fe0.85Co0.15As1O1,3
K1Fe2As2,2.9965
K0.9Na0.1Fe2As2,2.9
Nd1Fe1P1F0.1O0.9,2.9
La0.995Y0.005Fe0.995Mn0.005As1F0.11O0.89,2.89
Sm1Fe0.95Co0.05As1O1,2.565
Sm1Fe1P1O1,2.5
Ba1Fe1.936Co0.044Cu0.02As2,2.35
Pr1Fe1P1F0.1O0.9,2.34
Sr1Fe1.78Ni0.22As2,2.305
Ba1Fe1.856Cu0.088As2,2.15
Fe0.98Ni0.02Se0.3Te0.7,2.1
Cs1Fe2As2,2.08
Sr0.05Eu0.95Fe1.76Co0.24As2,2
Eu1Fe1.76Co0.24As2,2
Ce1Fe0.96Co0.04As1H1,2
Sr0.15Eu0.85Fe1.76Co0.24As2,2
Pr1Fe0.8Co0.2As1O1,2
Sr1Fe1.916Co0.084As2,2
Ce1Fe0.98Co0.02As1H1,2
Sr1Fe1.888Co0.112As2,2
Ca1Fe1.6Co0.4As2,2
Rb1Fe2As2,1.983333
Sm1Fe0.8Co0.2As1O1,1.895
K1Fe1.932Co0.068As2,1.845
Sr1Fe1.9Pt0.1As2,1.6
Fe1Te1,1.5
La1Fe0.951Zn0.049As1F0.28O0.68,1
Sr1.7Ca0.3V1Fe1As1O3,0.8
La1Fe0.985Zn0.015As1F0.08O0.9,0.2
Sm1Fe1As1H0.03O0.97,0.2
